Jahr,ICD-10 Kode,Unnamed: 2,N,DAD,S.A,Min,Max,5,10,25,50,75,90,95
2020.0,O682,Complications of labor and delivery from abnormal fetal heart rate with meconium in the amniotic fluid,1861.0,3.9253089737,1.4496232264,0.0,18.0,2.0,2.0,3.0,4.0,5.0,6.0,6.0
2020.0,F100,Alcohol disorders : acute intoxication,1725.0,4.4695652174,10.706473208,0.0,114.0,0.0,0.0,1.0,1.0,2.0,10.0,25.0
2020.0,K8010,Gallbladder stone with other cholecystitis: no indication of bile duct obstruction,1708.0,2.394028103,1.4087805424,0.0,13.0,1.0,1.0,2.0,2.0,3.0,4.0,5.0
2020.0,and 18,Other specified birth injuries,1671.0,3.0041891083,0.9972929456,0.0,8.0,1.0,2.0,2.0,3.0,4.0,4.0,4.0
2020.0,u44,Diabetes mellitus occurring during pregnancy,1658.0,3.6706875754,1.673066745,1.0,27.0,2.0,2.0,3.0,3.0,4.0,5.0,6.0
2020.0,jagh0,Chronische Tonsillitis,1579.0,2.4160861305,1.2218001358,1.0,14.0,1.0,2.0,2.0,2.0,2.0,4.0,5.0
2020.0,O4211,"Premature rupture of membranes, onset of labor after 1 to 7 days",1534.0,4.4771838331,1.8612506639,0.0,20.0,2.0,3.0,3.0,4.0,5.0,7.0,8.0
2020.0,M511,Lumbar and other disc damage with radiculopathy,1529.0,4.4532374101,3.9030215905,0.0,36.0,2.0,2.0,2.0,3.0,5.0,8.0,12.0
2020.0,p1,Other immediate postpartum bleeding,1323.0,3.3461829176,1.5356204854,0.0,25.0,1.0,2.0,2.0,3.0,4.0,5.0,6.0
2020.0,give,Maternal care for fetal growth restriction,1228.0,4.6718241042,3.6691565726,0.0,42.0,2.0,2.0,3.0,4.0,5.0,7.0,9.0
2020.0,N132,Hydronephrosis in kidney and ureteral stone obstruction,1213.0,2.1187139324,1.5191041941,0.0,17.0,1.0,1.0,1.0,2.0,2.0,4.0,5.0
2020.0,O410,Oligohydramnion,1153.0,3.9141370338,1.6197831769,0.0,24.0,2.0,2.0,3.0,4.0,5.0,6.0,6.0
2020.0,effective,"Recurrent depressive disorder, currently severe episode without psychotic symptoms",1145.0,38.43580786,33.798709112,0.0,255.0,1.0,3.0,12.0,30.0,56.0,85.0,105.0
2020.0,disobedience,Major depressive episode without psychotic symptoms,1136.0,29.160211268,32.059922441,0.0,258.0,0.0,1.0,5.0,20.0,43.0,71.0,96.0
2020.0,N201,Ureterstein,1115.0,1.7668161435,1.1103286093,0.0,12.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0
2020.0,O630,Protracted opening period (at birth),1115.0,4.2627802691,1.7006718973,0.0,15.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0
2020.0,O600,Preterm labor without delivery,1107.0,4.8952122855,7.1250674706,0.0,76.0,0.0,0.0,2.0,3.0,6.0,10.0,15.0
2020.0,F431,Post-traumatic stress disorder,1065.0,39.614084507,39.374340772,0.0,348.0,1.0,3.0,8.0,30.0,59.0,87.0,106.0
2020.0,S832,"Meniscus tear, acute",1062.0,1.7495291902,0.9186386911,1.0,8.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0
2020.0,O640,Birth obstacle due to incomplete rotation of the child's head,1013.0,4.5182625864,1.5650935841,0.0,26.0,2.0,3.0,4.0,4.0,5.0,6.0,7.0
2020.0,O001,Tubar pregnancy with an abortive outcome,1000.0,1.799,1.3800375008,0.0,33.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0
2020.0,p 485,"Other specified joint disorders, not elsewhere classified : pelvis and thighs",980.0,2.5469387755,1.2867045492,1.0,18.0,1.0,1.0,2.0,2.0,3.0,4.0,5.0
2020.0,M2351,Chronic instability of the knee joint: anterior cruciate ligament or anterior horn of the medial meniscus,945.0,2.9079365079,1.8699764558,1.0,35.0,1.0,2.0,2.0,3.0,3.0,4.0,5.0
2020.0,0,bleeding in the postpartum period,926.0,3.409287257,1.4541200105,0.0,10.0,1.0,2.0,2.0,3.0,4.0,5.0,6.0
2020.0,Ο2688,Other specified conditions associated with pregnancy,922.0,3.3568329718,1.591781946,0.0,19.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0
2020.0,O601,Preterm labor with premature delivery,880.0,5.2102272727,4.2378257614,0.0,43.0,1.0,2.0,3.0,4.0,6.0,8.0,11.0
2020.0,48,"Other complications from orthopedic endoprostheses, implants or transplants",846.0,1.8356973995,1.5899692746,0.0,18.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0
2020.0,L050,Pilonidal cyst with abscess,845.0,1.8970414201,1.8037752023,1.0,23.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0
2020.0,instead,Birth of a singleton by caesarean section [Sectio caesarea],843.0,3.753262159,1.1547066388,0.0,12.0,2.0,2.0,3.0,4.0,4.0,5.0,6.0
2020.0,O621,Secondary labor weakness,832.0,3.4663461538,1.2318759199,0.0,9.0,2.0,2.0,3.0,3.0,4.0,5.0,6.0
2020.0,squawk0,Measure for care and examination immediately after childbirth,800.0,3.12125,1.0991171506,0.0,9.0,2.0,2.0,2.0,3.0,4.0,4.0,5.0
2020.0,F103,Alcohol Disorders: Withdrawal Syndrome,799.0,21.534418023,24.490159742,0.0,182.0,1.0,2.0,6.0,14.0,28.0,50.0,72.0
2020.0,S4202,Fracture of the clavicle: middle third,797.0,2.0288582183,2.2845164485,1.0,57.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0
2020.0,N10,Akute tubulointerstitielle Nephritis,796.0,3.6193467337,2.2306222333,0.0,28.0,1.0,1.0,2.0,3.0,4.0,6.0,7.0
2020.0,for 059,Pilonidal cyst without abscess,792.0,1.7840909091,2.1451970713,1.0,40.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0
2020.0,F142,Disorders from cocaine: addiction syndrome,784.0,35.289540816,43.53163108,0.0,514.0,2.0,3.0,8.5,21.0,44.5,84.0,126.0
2020.0,M201,Hallux valgus (acquired),777.0,2.2496782497,0.952183072,1.0,17.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0
2020.0,laughed,Benign neoplasm of the ovary,757.0,1.9801849406,1.4596435267,1.0,23.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0
2020.0,S826,fracture of the lateral malleolus,756.0,3.7473544974,4.3812884356,0.0,74.0,1.0,1.0,2.0,3.0,4.0,8.0,10.0
2020.0,К610,Analyze,751.0,2.0053262317,2.5011940335,1.0,31.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0
2020.0,ooze03,Endometriosis of the pelvic peritoneum,747.0,2.3534136546,2.0407046814,1.0,28.0,1.0,1.0,1.0,2.0,3.0,4.0,6.0
2020.0,jazz,Peritonsillarabszeß,729.0,3.0150891632,1.9774949532,0.0,20.0,1.0,1.0,2.0,3.0,4.0,5.0,7.0
2020.0,N801,Endometriose des overs,725.0,2.2579310345,1.4454954304,0.0,16.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0
2020.0,C 128,Pneumonia caused by other viruses,705.0,5.9276595745,5.506363911,0.0,71.0,1.0,2.0,3.0,5.0,7.0,12.0,15.0
2020.0,O702,"Perineal tear, degree 3, during childbirth",689.0,3.5166908563,1.1614308381,1.0,7.0,2.0,2.0,3.0,3.0,4.0,5.0,6.0
2020.0,O641,Birth obstruction due to breech presentation,669.0,3.980568012,1.36396491,0.0,12.0,2.0,2.0,3.0,4.0,5.0,5.0,6.0
2020.0,Ob10,Unsuccessful medical induction of childbirth,669.0,5.0553064275,2.3365597511,1.0,18.0,1.0,2.0,4.0,5.0,6.0,8.0,9.0
2020.0,O681,Complications of labor and delivery from meconium in the amniotic fluid,666.0,3.2777777778,1.3936543142,0.0,14.0,1.0,2.0,2.0,3.0,4.0,5.0,6.0
2020.0,we put,Other and unspecified ovarian cysts,643.0,1.8024883359,0.9936841192,0.0,10.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0
2020.0,К4020,"Bilateral inguinal hernia, without herniation and without gangrene: Not referred to as a recurrent hernia",611.0,1.7021276596,0.8115833887,1.0,8.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0
2020.0,K429,Hernia umbilicalis without herniation and without gangrene,589.0,2.0016977929,1.7315589601,1.0,27.0,1.0,1.0,1.0,2.0,2.0,3.0,5.0
2020.0,K8000,Gallbladder stone with acute cholecystitis: No indication of bile duct obstruction,580.0,3.0465517241,1.8649309273,0.0,16.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0
2020.0,F61,Combined and other personality disorders,577.0,45.755632582,83.216861775,0.0,1015.0,2.0,3.0,8.0,27.0,61.0,90.0,113.0
2020.0,spend,"Other specified diseases and conditions complicating pregnancy, childbirth and childbirth",569.0,3.5219683656,3.0987206002,0.0,42.0,1.0,1.0,2.0,3.0,4.0,6.0,8.0
2020.0,r 103,Pain localized in other parts of the lower abdomen,560.0,1.9160714286,1.4136159734,0.0,11.0,1.0,1.0,1.0,2.0,2.0,3.0,5.0
2020.0,and 438,Care of the mother with other cervical insufficiency,553.0,6.9059674503,10.05952486,0.0,82.0,1.0,1.0,2.0,4.0,7.0,13.0,27.0
2020.0,o470,Frustrated contractions before the end of the 37th week of pregnancy,531.0,2.7683615819,4.1319072472,0.0,39.0,1.0,1.0,1.0,2.0,3.0,5.0,7.0
2020.0,F430,Acute stress reaction,531.0,6.9548022599,12.605248626,0.0,146.0,0.0,0.0,1.0,3.0,7.0,17.0,24.0
2020.0,F112,Opioid Disorders: Addiction Syndrome,529.0,35.665406427,44.410571038,0.0,294.0,1.0,2.0,8.0,21.0,45.0,89.0,121.0
2020.0,E6682,Other obesity: body mass index [BMI] of 40 and more,523.0,3.5143403442,1.8260788799,1.0,24.0,2.0,2.0,3.0,3.0,4.0,5.0,5.0
2020.0,O211,Hyperemesis gravidarum with metabolic disorders,509.0,3.8192534381,3.1887385864,1.0,36.0,1.0,2.0,2.0,3.0,4.0,6.0,9.0
2020.0,squawk,Distal fracture of the radius: other and multiple parts,508.0,3.1181102362,7.2496906532,1.0,106.0,1.0,1.0,1.0,2.0,2.0,5.0,8.0
2020.0,N200,kidney stone,505.0,2.4475247525,2.3749934862,0.0,25.0,1.0,1.0,1.0,2.0,3.0,5.0,7.0
2020.0,kakha1,Acute appendicitis with localized peritonitis with perforation or rupture,502.0,4.2390438247,2.8590699397,0.0,21.0,1.0,2.0,2.0,4.0,5.0,7.0,9.0
2020.0,Озшш,Maternal care for fetal hypertrophy,501.0,3.9860279441,1.434504929,0.0,12.0,2.0,2.0,3.0,4.0,5.0,6.0,6.0
2020.0,0,"Anemia complicating pregnancy, childbirth and childbirth",492.0,3.2926829268,1.512913631,1.0,19.0,1.0,2.0,2.5,3.0,4.0,5.0,5.0
2020.0,brain12,Other specified disc displacement,489.0,4.6421267894,4.6258300514,0.0,51.0,2.0,2.0,2.0,3.0,5.0,9.0,13.0
2020.0,O210,Mild hyperemesis gravidarum,488.0,3.256147541,2.4313918734,1.0,32.0,1.0,1.0,2.0,3.0,4.0,6.0,7.0
2020.0,A099,Other and unspecified gastroenteritis and colitis of unspecified origin,481.0,2.1663201663,1.8100957541,0.0,20.0,1.0,1.0,1.0,2.0,2.0,4.0,5.0
2020.0,О140,Moderate preeclampsia,466.0,4.8755364807,2.7138755829,0.0,26.0,1.0,2.0,3.0,5.0,6.0,8.0,9.0
2020.0,O411,Infection of the amniotic sac and membranes,465.0,5.3290322581,3.8519638029,0.0,30.0,2.0,3.0,3.0,5.0,6.0,8.0,11.0
2020.0,1,Other instability of a joint : shoulder region,456.0,2.1030701754,0.9424724344,1.0,9.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0
2020.0,p 427,Diseases of the ligaments : ankle and foot,455.0,2.5516483516,2.8511286365,1.0,58.0,1.0,1.0,2.0,2.0,3.0,4.0,4.0
2020.0,pronunciation,hypertrophy of the breast,445.0,2.193258427,0.97187913,1.0,8.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0
2020.0,o468,Other antepartum haemorrhage,444.0,3.7612612613,4.2867567849,0.0,44.0,1.0,1.0,2.0,3.0,4.0,7.0,11.0
2020.0,O648,"Birth obstacle due to other position, posture and attitude anomalies",442.0,4.2601809955,1.5290677028,0.0,11.0,2.0,3.0,3.0,4.0,5.0,6.0,7.0
2020.0,induce,Other specified complications of labor and delivery,441.0,4.0022675737,1.4809377653,0.0,11.0,2.0,2.0,3.0,4.0,5.0,6.0,7.0
2020.0,G402,Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with complex focal seizures,440.0,346.30681818,2334.2245373,0.0,24963.0,1.0,1.0,3.0,5.0,10.0,19.0,25.0
2020.0,jasa1,Other spontaneous pneumothorax,437.0,5.0640732265,3.4892383536,0.0,21.0,1.0,1.0,2.0,4.0,7.0,9.0,12.0
2020.0,P400,Drowsiness,422.0,1.1777251185,1.1794666617,0.0,9.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0
2020.0,F122,Disorders caused by cannabinoids : addiction syndrome,420.0,30.885714286,37.719050418,0.0,391.0,1.0,3.0,9.0,20.0,38.5,71.0,99.5
2020.0,O4411,Placenta previa with recent bleeding,418.0,7.2966507177,10.421479308,0.0,86.0,0.0,1.0,2.0,4.0,7.0,15.0,28.0
2020.0,C039,"Acute tonsillitis, unspecified",410.0,2.612195122,1.5299288255,0.0,17.0,1.0,1.0,2.0,2.0,3.0,4.0,5.0
2020.0,S8218,Fracture of the proximal end of the tibia: Other,406.0,6.9384236453,10.107992265,0.0,126.0,1.0,1.0,2.0,4.0,8.0,13.0,18.0
2020.0,and 14,High vaginal tear during childbirth without perineal tear,405.0,3.0296296296,1.1275624771,1.0,7.0,1.0,2.0,2.0,3.0,4.0,4.0,5.0
2020.0,slack,syncope and collapse,401.0,1.9102244389,2.1016470207,0.0,34.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0
2020.0,O654,"Obstacle to birth due to disproportion between fetus and pelvis, unspecified",401.0,4.6558603491,1.3043281107,1.0,10.0,3.0,3.0,4.0,5.0,5.0,6.0,7.0
2020.0,L024,"Skin abscess, boils and carbuncles on extremities",399.0,3.1578947368,4.3804765096,1.0,70.0,1.0,1.0,1.0,2.0,4.0,7.0,8.0
2020.0,make a mistake,Protracted birth after spontaneous or unspecified rupture of membranes,399.0,4.3182957393,1.9209087838,0.0,26.0,2.0,3.0,3.0,4.0,5.0,6.0,7.0
2020.0,C 403,Generalized idiopathic epilepsy and epileptic syndromes,396.0,375.20959596,2291.6457176,0.0,20661.0,1.0,1.0,1.0,2.0,4.0,10.0,18.0
2020.0,R104,Other and unspecified abdominal pain,393.0,2.3816793893,3.7528044247,0.0,57.0,1.0,1.0,1.0,2.0,2.0,4.0,6.0
2020.0,N800,endometriosis of the uterus,381.0,2.8766404199,1.8232432783,1.0,14.0,1.0,1.0,2.0,2.0,3.0,5.0,7.0
2020.0,cut,Unspecified nonorganic psychosis,376.0,11.005319149,22.325590062,0.0,164.0,0.0,0.0,0.0,1.0,14.0,35.0,50.0
2020.0,C621,Malignant neoplasm of the descended testicle,374.0,3.5481283422,3.0939852095,0.0,24.0,1.0,1.0,2.0,2.0,5.0,6.0,8.0
2020.0,430,Care of the mother with a vaginal sonographically documented cervical length of less than 10 mm or funnel formation,373.0,9.4423592493,12.465005933,0.0,76.0,0.0,1.0,3.0,5.0,10.0,22.0,35.0
2020.0,Z411,Measure to other plastic surgery for cosmetic reasons,367.0,1.4632152589,0.7845039608,0.0,10.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0
2020.0,03,Analfistel,365.0,1.9315068493,1.9815686921,1.0,22.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0
2020.0,smash,Malignant neoplasm of the thyroid,361.0,2.6869806094,1.8009479054,1.0,26.0,1.0,1.0,2.0,2.0,3.0,4.0,5.0
2020.0,F410,Panic disorder [episodic paroxysmal anxiety],357.0,19.733893557,25.787796515,0.0,171.0,0.0,1.0,1.0,7.0,33.0,56.0,69.0
2020.0,brother,Care of the mother in the event of a disproportion due to unusually large fetuses,357.0,3.8543417367,1.318010258,0.0,9.0,2.0,2.0,3.0,4.0,4.0,5.0,6.0
2020.0,T810,"Hemorrhage and hematoma as a complication of surgery, not elsewhere classified",356.0,2.75,3.7584646251,0.0,43.0,1.0,1.0,1.0,2.0,3.0,5.0,7.0
2020.0,O141,Severe preeclampsia,354.0,7.4661016949,6.8065318613,0.0,87.0,0.0,2.0,5.0,6.0,9.0,13.0,18.0
2020.0,F231,Acute polymorphic psychotic disorder with symptoms of schizophrenia,347.0,21.167146974,25.366008927,0.0,270.0,0.0,1.0,5.0,14.0,30.0,48.0,60.0
2020.0,K071,Jaw-to-skull base ratio abnormalities,335.0,2.7611940299,1.0480885401,1.0,7.0,1.0,2.0,2.0,3.0,3.0,4.0,5.0
2020.0,and 13,Gestational hypertension [pregnancy-induced] without significant proteinuria,335.0,3.7343283582,2.3720902275,0.0,23.0,1.0,1.0,2.0,3.0,5.0,6.0,8.0
2020.0,O300,Maternal care in twin pregnancy,333.0,4.6366366366,2.9035878476,0.0,41.0,1.0,2.0,4.0,4.0,6.0,7.0,8.0
2020.0,O429,"Premature rupture of membranes, unspecified",332.0,4.936746988,5.9412205625,0.0,68.0,0.0,1.0,3.0,4.0,5.0,8.0,14.0
2020.0,squawk,Traumatic rupture of ligaments at the level of the ankle and foot,332.0,2.3795180723,2.1246508317,1.0,34.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0
2020.0,F251,"Schizoaffective disorder, currently depressed",330.0,37.654545455,40.57439481,0.0,293.0,1.0,3.0,9.0,25.0,53.0,88.5,114.0
2020.0,fall,"Mental and nervous system diseases complicating pregnancy, childbirth and childbirth",328.0,3.8506097561,4.3478983211,0.0,65.0,1.0,1.0,2.0,3.0,5.0,6.0,7.0
2020.0,p 441,Habitual dislocation and subluxation of a joint: shoulder region,326.0,2.2760736196,0.9561998089,1.0,8.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0
2020.0,S860,Achilles tendon injury,326.0,2.518404908,1.3025295751,1.0,10.0,1.0,1.0,2.0,2.0,3.0,4.0,5.0
2020.0,R101,Pain in the upper abdomen,324.0,2.2777777778,2.5829879259,0.0,25.0,1.0,1.0,1.0,2.0,3.0,4.0,6.0
2020.0,bad,Severe depressive episode with psychotic symptoms,323.0,32.074303406,41.683300822,0.0,321.0,0.0,1.0,6.0,21.0,42.0,75.0,125.0
2020.0,achieve,late bleeding and late postpartum bleeding,323.0,2.7275541796,1.8415703262,0.0,12.0,1.0,1.0,1.0,3.0,4.0,5.0,6.0
2020.0,К8020,Gallbladder stone without cholecystitis: no indication of bile duct obstruction,322.0,2.2639751553,1.4982462352,0.0,11.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0
2020.0,O021,Missed abortion with an abortive outcome,321.0,1.2429906542,0.5837559662,1.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0
2020.0,snort,Care of the mother for other specified complications in the fetus,321.0,3.6448598131,2.4002044305,0.0,33.0,1.0,1.0,2.0,4.0,4.0,5.0,6.0
2020.0,E6602,Obesity from excessive calorie intake: body mass index [BMI] of 40 and over,320.0,3.64375,3.0755316588,2.0,44.0,2.0,2.0,3.0,3.0,4.0,5.0,5.5
2020.0,D251,Intramurales Leiomyom des Uterus,318.0,3.0503144654,1.6367188156,1.0,12.0,1.0,2.0,2.0,3.0,4.0,5.0,6.0
2020.0,R458,Other symptoms affecting mood,316.0,0.8860759494,2.079299893,0.0,15.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0
2020.0,F412,"Anxiety and depressive disorder, mixed",314.0,18.238853503,23.011810135,0.0,138.0,0.0,0.0,3.0,10.5,24.0,43.0,68.0
2020.0,E6681,Other obesity: body mass index [BMI] from 35 to under 40,313.0,3.4345047923,1.6041885762,1.0,21.0,2.0,2.0,3.0,3.0,4.0,5.0,5.0
2020.0,F6030,Emotionally unstable personality disorder: Impulsive type,313.0,24.565495208,42.937301761,0.0,476.0,1.0,1.0,3.0,11.0,29.0,63.0,90.0
2020.0,squawk,"Leiomyoma of the uterus, unspecified",312.0,2.766025641,1.6137670094,0.0,14.0,1.0,1.0,2.0,2.0,3.0,4.0,6.0
2020.0,jerky,Other chronic sinusitis,312.0,1.9807692308,0.5315893036,1.0,6.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0
2020.0,start4,Benign neoplasm of the mammary gland [mammary],309.0,1.5242718447,0.8472031165,1.0,7.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0
2020.0,Q431,Luxation of acromioclavicular lesions,308.0,2.0551948052,1.2711554265,1.0,16.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0
2020.0,squawk1,Measure for care and examination of the breastfeeding mother,303.0,3.095709571,0.9803101659,1.0,12.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0
2020.0,O660,Obstacle to childbirth due to shoulder dystocia,302.0,3.380794702,2.349247854,0.0,35.0,1.0,2.0,2.0,3.0,4.0,5.0,5.0
2020.0,S8282,Trimalleolarfraktur,300.0,7.1633333333,5.6156126922,0.0,29.0,1.0,1.0,3.0,5.5,10.5,15.0,17.5
2020.0,Act 12,"Bipolar mood disorder, present manic episode with psychotic symptoms",299.0,32.006688963,35.080539483,0.0,306.0,0.0,1.0,8.0,26.0,40.0,71.0,108.0
2020.0,S526,"Distal fracture of the ulna and radius, combined",299.0,2.9431438127,4.0016915236,0.0,45.0,1.0,1.0,1.0,2.0,3.0,7.0,11.0
2020.0,my brother,Mixed schizoaffective disorder,299.0,41.361204013,96.819332717,0.0,1220.0,1.0,2.0,8.0,21.0,44.0,80.0,118.0
2020.0,n02,Kidney stone and ureter stone at the same time,298.0,2.0033557047,1.5363131392,0.0,12.0,1.0,1.0,1.0,2.0,2.0,3.0,5.0
2020.0,0,Acute polymorphic psychotic disorder without symptoms of schizophrenia,297.0,19.0,24.176015588,0.0,165.0,0.0,0.0,3.0,11.0,28.0,46.0,58.0
2020.0,A46,Erysipel [Wundrose],297.0,3.8585858586,3.708126852,0.0,42.0,1.0,2.0,2.0,3.0,4.0,6.0,9.0
2020.0,sak0,Acquired deformity of the nose,297.0,2.1043771044,0.7160427799,1.0,8.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0
2020.0,B270,Mononucleosis caused by gamma herpesviruses,294.0,3.4387755102,2.2264297927,1.0,16.0,1.0,1.0,2.0,3.0,4.0,6.0,8.0
2020.0,bit1,Other internal damage to the knee joint: anterior cruciate ligament or anterior horn of the medial meniscus,292.0,2.5445205479,3.0236304348,1.0,49.0,1.0,1.0,2.0,2.0,3.0,4.0,4.0
2020.0,M220,Habitual luxation of the patella,290.0,3.2862068966,1.5285572586,1.0,13.0,2.0,2.0,2.0,3.0,4.0,5.0,6.0
2020.0,M545,lower back pain,290.0,6.2310344828,8.8816752156,0.0,49.0,1.0,1.0,2.0,3.0,6.0,18.5,27.0
2020.0,s8221,Tibial shaft fracture : open,286.0,6.8986013986,7.2615448167,0.0,58.0,1.0,2.0,3.0,5.0,7.0,13.0,20.0
2020.0,S8281,Fractures of other parts of the lower leg : open,285.0,6.7087719298,7.2366506702,0.0,50.0,1.0,1.0,2.0,5.0,9.0,13.0,17.0
2020.0,smash,fracture of the metatarsal bones,285.0,3.3122807018,6.1538969154,0.0,79.0,1.0,1.0,1.0,2.0,3.0,6.0,9.0
2020.0,and 049,"Medically induced abortion : complete or unspecified, without complication",285.0,1.4456140351,1.0521724969,1.0,12.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0
2020.0,S024,Fracture of the cheekbone and the upper jaw,284.0,3.0035211268,3.4451771374,0.0,31.0,1.0,1.0,1.0,2.0,3.0,6.0,8.0
2020.0,F250,"Schizoaffective disorder, currently manic",282.0,39.074468085,55.259898267,0.0,685.0,1.0,2.0,10.0,27.0,48.0,84.0,116.0
2020.0,rumble,Varicose veins of the lower extremities without ulceration or inflammation,281.0,1.5017793594,0.5983582011,1.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
2020.0,A045,Campylobacter enteritis,279.0,2.6989247312,1.3553911504,1.0,11.0,1.0,1.0,2.0,2.0,3.0,4.0,5.0
2020.0,F192,Disorders due to poly-drug use and use of other psychotropic substances: dependency syndrome,274.0,17.912408759,27.988740398,0.0,244.0,0.0,1.0,2.0,8.0,21.0,41.0,59.0
2020.0,F5000,"Anorexia nervosa, restrictive type",272.0,74.393382353,71.637177985,0.0,742.0,3.0,6.0,19.0,68.0,104.5,156.0,194.0
