Jahr,ICD-10 Kode,Unnamed: 2,N,DAD,S.A,Min,Max,5,10,25,50,75,90,95
2020.0,M201,Hallux valgus (acquired),3326.0,2.4236319904,1.3622297649,1.0,39.0,1.0,1.0,2.0,2.0,3.0,4.0,4.0
2020.0,К4020,"Bilateral inguinal hernia, without herniation and without gangrene: Not referred to as a recurrent hernia",3103.0,1.7518530454,0.9043427792,1.0,12.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0
2020.0,F200,Paranoid schizophrenia,3026.0,58.16688698,359.11071279,0.0,16177.0,0.0,1.0,8.0,22.0,46.0,89.0,140.0
2020.0,N201,Ureterstein,2953.0,1.901794785,1.3646624814,0.0,20.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0
2020.0,F100,Alcohol disorders : acute intoxication,2925.0,5.8564102564,11.20374199,0.0,127.0,0.0,0.0,1.0,1.0,6.0,16.0,29.0
2020.0,effective,"Recurrent depressive disorder, currently severe episode without psychotic symptoms",2818.0,42.83853797,33.909710843,0.0,387.0,2.0,6.0,18.0,38.0,57.0,83.0,104.0
2020.0,S060,concussion,2770.0,1.7014440433,2.7256982449,0.0,67.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0
2020.0,m 179,"Gonarthrosis, unspecified",2766.0,6.5907447578,4.6809499301,1.0,81.0,3.0,3.0,4.0,5.0,7.0,11.0,15.0
2020.0,kh13,Atherosclerotic heart disease: three-vessel disease,2686.0,8.0878629933,8.6308369305,0.0,66.0,1.0,1.0,1.0,3.0,14.0,20.0,25.0
2020.0,as a joke,"Diverticulitis of the colon without perforation, abscess, or evidence of bleeding",2684.0,4.5149031297,3.7289053288,0.0,72.0,2.0,2.0,3.0,4.0,5.0,7.0,10.0
2020.0,M4806,Spinalstenose : Lumbalbereich,2650.0,6.9049056604,6.0911051074,0.0,56.0,2.0,3.0,4.0,5.0,7.0,14.0,20.0
2020.0,F321,Moderate depressive episode,2400.0,31.552916667,22.937627514,0.0,245.0,2.0,4.0,12.0,31.0,43.5,58.0,69.0
2020.0,K8000,Gallbladder stone with acute cholecystitis: No indication of bile duct obstruction,2267.0,4.1340979268,3.4864024247,0.0,56.0,1.0,2.0,2.0,3.0,5.0,7.0,10.0
2020.0,48,"Other complications from orthopedic endoprostheses, implants or transplants",2247.0,2.9292389853,4.1605014702,0.0,77.0,1.0,1.0,1.0,2.0,3.0,6.0,8.0
2020.0,J42,nasal septal deviation,2178.0,2.0247933884,0.6177073043,0.0,9.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0
2020.0,I211,Acute transmural myocardial infarction of the posterior wall,2135.0,5.3784543326,6.4402745529,0.0,92.0,0.0,0.0,2.0,3.0,6.0,13.0,20.0
2020.0,F103,Alcohol Disorders: Withdrawal Syndrome,2122.0,19.993402451,22.432967964,0.0,182.0,2.0,3.0,6.0,13.0,24.0,44.0,68.0
2020.0,C341,Malignant neoplasm of the lungs or bronchus in the upper lobe,1978.0,10.011122346,10.711080287,0.0,151.0,1.0,2.0,3.0,7.0,13.0,21.0,28.0
2020.0,M 169,"Coxarthrosis, unspecified",1853.0,5.8753372909,4.2539654296,0.0,43.0,3.0,3.0,4.0,5.0,6.0,9.0,13.0
2020.0,N200,kidney stone,1849.0,2.3656030287,2.75013305,0.0,72.0,1.0,1.0,1.0,2.0,2.0,4.0,6.0
2020.0,I210,Acute transmural myocardial infarction of the anterior wall,1837.0,6.6047904192,7.5982697063,0.0,74.0,0.0,1.0,2.0,4.0,8.0,18.0,20.0
2020.0,I480,atrial flutter,1791.0,2.2138470128,2.1638338356,0.0,27.0,1.0,1.0,1.0,2.0,2.0,4.0,6.0
2020.0,squawk,Distal fracture of the radius: other and multiple parts,1773.0,2.7602932882,5.4026958328,0.0,112.0,1.0,1.0,1.0,2.0,3.0,5.0,8.0
2020.0,roar,Sprain and strain of the knee joint: tear of the anterior cruciate ligament,1736.0,3.1497695853,2.8340315484,1.0,56.0,2.0,2.0,2.0,3.0,3.0,4.0,5.0
2020.0,C504,Malignant neoplasm in the upper outer quadrant of the mammary gland,1681.0,3.8857822725,4.5489448146,1.0,60.0,1.0,1.0,2.0,3.0,4.0,7.0,9.0
2020.0,as a person,"Diverticulitis of the colon with perforation and abscess, without indication of bleeding",1660.0,7.7253012048,6.9314536454,0.0,72.0,2.0,3.0,4.0,6.0,9.0,15.0,21.0
2020.0,F432,Adjustment disorders,1648.0,17.02973301,20.462555479,0.0,330.0,1.0,1.0,4.0,10.0,25.0,42.0,51.0
2020.0,I634,Cerebral infarction due to embolism of intracranial arteries,1640.0,14.031707317,20.035087453,0.0,183.0,1.0,2.0,4.0,7.0,14.0,38.0,55.0
2020.0,D251,Intramurales Leiomyom des Uterus,1609.0,3.2361715351,1.9403823956,1.0,26.0,1.0,2.0,2.0,3.0,4.0,5.0,6.0
2020.0,C509,"Malignant neoplasm of the mammary gland, unspecified",1584.0,6.7342171717,9.5058948838,0.0,234.0,1.0,1.0,2.0,4.0,8.0,16.0,23.0
2020.0,feed,Cerebral infarction due to unspecified occlusion or stenosis of intracranial arteries,1565.0,16.155910543,23.685545975,0.0,216.0,0.0,2.0,4.0,7.0,19.0,44.0,64.0
2020.0,J181,"Lobar pneumonia, unspecified",1562.0,6.5768245839,5.6044779988,0.0,73.0,1.0,2.0,4.0,5.0,8.0,12.0,17.0
2020.0,s0,"Urinary tract infection, location unspecified",1475.0,4.8881355932,3.8256208312,0.0,49.0,1.0,2.0,3.0,4.0,6.0,8.0,11.0
2020.0,pronounce,Pulmonary embolism without indication of acute cor pulmonale,1471.0,5.374575119,5.6775371391,0.0,69.0,1.0,1.0,2.0,4.0,6.0,11.0,17.0
2020.0,C508,Malignant neoplasm of the mammary gland overlapping in several areas,1465.0,4.2313993174,4.9016666363,1.0,81.0,1.0,1.0,2.0,3.0,5.0,7.0,10.0
2020.0,C20,Malignant neoplasm of the rectum,1454.0,9.8775790922,9.9413354624,0.0,91.0,1.0,2.0,4.0,7.0,12.0,20.0,30.0
2020.0,brain12,Other specified disc displacement,1436.0,5.8781337047,5.7005209982,0.0,55.0,2.0,2.0,3.0,4.0,7.0,12.0,19.0
2020.0,K429,Hernia umbilicalis without herniation and without gangrene,1431.0,2.2236198463,2.3045169464,1.0,30.0,1.0,1.0,1.0,2.0,2.0,4.0,5.0
2020.0,I2512,Atherosclerotic heart disease: two-vessel disease,1423.0,4.4019676739,7.2888984855,0.0,105.0,1.0,1.0,1.0,1.0,3.0,16.0,20.0
2020.0,laughed,Benign neoplasm of the ovary,1408.0,2.4346590909,1.9309304179,1.0,27.0,1.0,1.0,2.0,2.0,3.0,4.0,5.0
2020.0,K432,Incisional hernia without herniation and without gangrene,1400.0,5.2764285714,5.8706586864,1.0,96.0,1.0,2.0,2.0,4.0,6.0,10.0,13.5
2020.0,S826,fracture of the lateral malleolus,1399.0,4.9099356683,5.7716843651,0.0,69.0,1.0,1.0,2.0,3.0,6.0,10.0,13.0
2020.0,M 175,Other secondary gonarthrosis,1380.0,6.5188405797,4.8675353884,0.0,57.0,3.0,3.0,4.0,5.0,7.0,10.0,17.0
2020.0,disobedience,Major depressive episode without psychotic symptoms,1373.0,32.2199563,29.147003171,0.0,204.0,0.0,1.0,8.0,26.0,49.0,69.0,87.0
2020.0,A46,Erysipel [Wundrose],1321.0,5.7638152914,4.8898712856,0.0,76.0,2.0,2.0,3.0,5.0,7.0,10.0,13.0
2020.0,kakha 0,Acute appendicitis with localized peritonitis without perforation or rupture,1304.0,2.5130368098,1.67730057,0.0,31.0,1.0,1.0,2.0,2.0,3.0,4.0,5.0
2020.0,N10,Akute tubulointerstitielle Nephritis,1283.0,5.3328137178,4.5865645669,0.0,57.0,2.0,2.0,3.0,4.0,6.0,9.0,12.0
2020.0,K4090,"Hernia inguinalis, unilateral or without indication of side, without herniation and without gangrene: Not classified as recurrent hernia",1274.0,1.8571428571,1.8434402076,0.0,27.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0
2020.0,I200,Unstable angina pectoris,1217.0,3.1421528348,4.3696779245,0.0,58.0,1.0,1.0,1.0,1.0,3.0,9.0,12.0
2020.0,rumble,Varicose veins of the lower extremities without ulceration or inflammation,1216.0,1.6069078947,1.1856834509,0.0,27.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
2020.0,squawk,"Leiomyoma of the uterus, unspecified",1205.0,3.0539419087,2.2393145635,0.0,42.0,1.0,2.0,2.0,3.0,4.0,4.0,5.0
2020.0,4,Shoulder Impingement Syndrome,1196.0,2.3361204013,1.5628746175,1.0,34.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0
2020.0,as a chuckle,"Acute appendicitis, unspecified",1182.0,2.2851099831,1.6753727291,0.0,27.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0
2020.0,slack,syncope and collapse,1159.0,2.6764452114,2.5367194477,0.0,20.0,1.0,1.0,1.0,2.0,3.0,5.0,7.0
2020.0,s43,Malignant neoplasm of the lungs or bronchus in the lower lobe,1148.0,9.5775261324,10.249039344,0.0,109.0,1.0,2.0,3.0,7.0,12.0,21.0,27.0
2020.0,I5001,Secondary right heart failure,1143.0,10.766404199,9.4906456813,0.0,119.0,1.0,2.0,5.0,8.0,14.0,21.0,26.0
2020.0,haaaaa,Retinal detachment with retinal tear,1142.0,1.8826619965,0.8743479892,1.0,13.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0
2020.0,A419,"Sepsis, unspecified",1116.0,11.049283154,12.089438352,0.0,134.0,0.0,2.0,4.0,7.0,14.0,24.0,34.0
2020.0,kg03,Alcoholic cirrhosis of the liver,1116.0,12.232078853,12.638005589,0.0,200.0,1.0,2.0,5.0,9.0,16.0,25.0,30.0
2020.0,I2511,Atherosclerotic heart disease: one-vessel disease,1102.0,2.7078039927,4.8151962832,0.0,44.0,1.0,1.0,1.0,1.0,2.0,7.0,13.0
2020.0,I7022,"Atherosclerosis of the arteries of the extremities: pelvic-leg type, with pain at rest",1095.0,4.2328767123,6.2107720627,0.0,109.0,1.0,1.0,2.0,2.0,5.0,9.0,12.0
2020.0,S832,"Meniscus tear, acute",1087.0,1.6890524379,1.2329499145,1.0,19.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0
2020.0,S8218,Fracture of the proximal end of the tibia: Other,1086.0,8.7808471455,11.416692509,0.0,140.0,1.0,1.0,3.0,6.0,10.0,18.0,26.0
2020.0,К610,Analyze,1061.0,2.5249764373,4.4370426285,0.0,74.0,1.0,1.0,1.0,2.0,2.0,4.0,6.0
2020.0,N800,endometriosis of the uterus,1047.0,2.9923591213,1.8281678739,0.0,20.0,1.0,1.0,2.0,3.0,3.0,4.0,5.0
2020.0,F4541,Chronic pain disorder with somatic and psychological factors,1029.0,23.165208941,21.786903807,0.0,467.0,2.0,5.0,14.0,21.0,26.0,42.0,57.0
2020.0,08,Other forms of angina pectoris,1026.0,3.0321637427,4.1258185998,0.0,27.0,1.0,1.0,1.0,1.0,2.0,9.0,11.0
2020.0,M 173,Other post-traumatic gonarthrosis,1021.0,7.236043095,17.982729013,1.0,554.0,3.0,3.0,4.0,5.0,7.0,11.0,18.0
2020.0,suffocate,stress incontinence,989.0,1.8634984833,1.1133039311,1.0,10.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0
2020.0,crush,Secondary malignant neoplasm of the brain and meninges,981.0,10.594291539,10.205767079,0.0,115.0,1.0,2.0,4.0,8.0,14.0,22.0,30.0
2020.0,as,Large cell non-Hodgkin lymphoma,980.0,9.0765306122,12.67948808,0.0,191.0,1.0,1.0,2.0,4.0,11.0,23.0,31.0
2020.0,C56,Malignant neoplasm of the ovary,979.0,10.241062308,12.999178411,0.0,142.0,1.0,1.0,3.0,7.0,13.0,22.0,32.0
2020.0,M545,lower back pain,966.0,8.4306418219,9.5580502381,0.0,91.0,1.0,1.0,2.0,4.0,13.0,21.0,27.0
2020.0,S8282,Trimalleolarfraktur,965.0,9.9979274611,8.3874038545,0.0,76.0,1.0,2.0,4.0,8.0,13.0,19.0,24.0
2020.0,kakha1,Acute appendicitis with localized peritonitis with perforation or rupture,958.0,5.0469728601,3.9030687791,0.0,43.0,1.0,2.0,3.0,4.0,6.0,8.0,11.0
2020.0,I638,Other cerebral infarction,948.0,15.049578059,21.215858214,0.0,204.0,1.0,2.0,4.0,7.0,18.0,40.0,56.0
2020.0,A418,Other specified sepsis,918.0,13.897603486,13.089090529,0.0,143.0,2.0,3.0,5.0,10.0,19.0,29.0,39.0
2020.0,crush,Secondary malignant neoplasm of bone and bone marrow,913.0,11.734939759,10.718479668,0.0,102.0,1.0,2.0,4.0,8.0,16.0,26.0,33.0
2020.0,smash,Malignant neoplasm of the thyroid,909.0,3.2651265127,4.9333782367,0.0,81.0,1.0,1.0,2.0,2.0,3.0,4.0,6.0
2020.0,C250,Malignant neoplasm of the head of the pancreas,907.0,11.302094818,10.442485496,0.0,93.0,1.0,1.0,3.0,8.0,16.0,25.0,30.0
2020.0,T8405,Mechanical complication caused by a joint endoprosthesis: knee joint,897.0,8.2296544036,6.8904607968,1.0,59.0,2.0,3.0,5.0,6.0,9.0,17.0,21.0
2020.0,I481,atrial fibrillation,885.0,2.5096045198,3.1116421952,0.0,49.0,1.0,1.0,1.0,2.0,2.0,4.0,6.0
2020.0,K565,Intestinal adhesions [brides] with ileus,885.0,8.3988700565,9.2981168038,0.0,113.0,1.0,2.0,3.0,6.0,10.0,18.0,24.0
2020.0,n02,Kidney stone and ureter stone at the same time,864.0,2.1712962963,1.7359427625,0.0,23.0,1.0,1.0,1.0,2.0,2.0,4.0,5.0
2020.0,T814,"Post-procedural infection, not elsewhere classified",853.0,8.9824150059,11.031790182,0.0,103.0,1.0,2.0,3.0,6.0,11.0,18.0,25.0
2020.0,crush,Secondary malignant neoplasm of the liver,849.0,6.1307420495,8.0595138636,0.0,122.0,1.0,1.0,2.0,4.0,8.0,13.0,17.0
2020.0,S4202,Fracture of the clavicle: middle third,834.0,2.7541966427,3.6336777264,0.0,51.0,1.0,1.0,1.0,2.0,3.0,5.0,7.0
2020.0,leaching12,Partial prolapse of the uterus and vagina,826.0,3.5726392252,1.6323033165,0.0,18.0,2.0,2.0,3.0,3.0,4.0,5.0,6.0
2020.0,N136,Pyonephrose,823.0,4.6573511543,6.0221986981,0.0,135.0,1.0,1.0,2.0,4.0,5.0,9.0,12.0
2020.0,T845,Infection and inflammatory reaction through joint arthroplasty,802.0,16.086034913,12.887928697,0.0,101.0,2.0,5.0,8.0,13.0,20.0,31.0,41.0
2020.0,r073,Other chest pain,802.0,1.8827930175,1.9439661581,0.0,33.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0
2020.0,C9000,Plasmacytoma [multiple myeloma]: No indication of remission,797.0,13.061480552,11.61894936,0.0,98.0,1.0,1.0,3.0,12.0,19.0,26.0,33.0
2020.0,M181,Other primary rhizarthrosis,796.0,1.8165829146,1.183333478,0.0,27.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0
2020.0,skh1,Distal fracture of the radius : open,794.0,2.225440806,4.243925426,0.0,84.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0
2020.0,I471,Supraventricular tachycardia,787.0,1.8449809403,1.9402944593,0.0,20.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0
2020.0,M501,Cervical disc damage with radiculopathy,785.0,4.4547770701,3.517566084,0.0,35.0,2.0,2.0,3.0,4.0,5.0,7.0,11.0
2020.0,what's up,Other meniscus damage : posterior cruciate ligament or posterior horn of medial meniscus,782.0,1.6777493606,1.3004445408,1.0,25.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0
2020.0,C64,"Malignant neoplasm of the kidney, excluding the renal pelvis",776.0,7.6275773196,7.2380152194,0.0,81.0,2.0,2.0,4.0,6.0,8.0,14.0,22.0
2020.0,surface,Malignant neoplasm of the lateral bladder wall,741.0,3.9338731444,4.8008670084,1.0,66.0,1.0,2.0,2.0,3.0,3.0,7.0,13.0
2020.0,I350,Aortic valve stenosis,737.0,12.150610583,11.20051206,0.0,220.0,1.0,1.0,7.0,10.0,18.0,23.0,27.0
2020.0,I5014,Left ventricular failure: With symptoms at rest,737.0,11.413839891,19.852676786,0.0,365.0,1.0,2.0,4.0,7.0,13.0,22.0,30.0
2020.0,S526,"Distal fracture of the ulna and radius, combined",733.0,3.2878581173,6.2242103914,0.0,135.0,1.0,1.0,1.0,2.0,3.0,6.0,9.0
2020.0,T8404,Mechanical complication caused by a joint endoprosthesis: hip joint,730.0,8.6,8.0554661553,0.0,76.0,1.0,2.0,4.0,6.0,10.0,19.0,25.0
2020.0,F6031,Emotionally unstable personality disorder: borderline type,721.0,22.606102635,29.268254825,0.0,238.0,1.0,1.0,5.0,13.0,29.0,57.0,81.0
2020.0,C220,hepatocellular carcinoma,721.0,7.4452149792,13.685154466,0.0,265.0,1.0,1.0,2.0,4.0,8.0,17.0,23.0
2020.0,D250,Submuköses Leiomyom des Uterus,714.0,2.7745098039,2.5845305466,1.0,50.0,1.0,1.0,1.0,2.0,3.0,5.0,5.0
2020.0,s01,Femoral neck fracture : open,710.0,9.3915492958,9.6351751335,0.0,98.0,2.0,3.0,4.0,7.0,11.0,20.0,26.0
2020.0,C678,Malignant neoplasm of the urinary bladder overlapping in several areas,709.0,6.3540197461,10.729213318,0.0,185.0,1.0,1.0,2.0,3.0,6.0,15.0,22.0
2020.0,A099,Other and unspecified gastroenteritis and colitis of unspecified origin,703.0,3.493598862,3.1631156867,0.0,41.0,1.0,1.0,2.0,3.0,4.0,7.0,9.0
2020.0,M202,Hallux rigidus,700.0,2.0485714286,0.9048815092,1.0,11.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0
2020.0,M 4802,Spinalstenose : Zervikalbereich,699.0,7.0743919886,9.1380789314,0.0,92.0,2.0,2.0,3.0,4.0,6.0,17.0,23.0
2020.0,H811,Benign paroxysmal vertigo,690.0,2.647826087,3.1303147523,0.0,40.0,1.0,1.0,1.0,2.0,3.0,5.0,7.0
2020.0,did,"Recurrent depressive disorder, currently severe episode with psychotic symptoms",676.0,48.571005917,59.232993705,0.0,1065.0,1.0,6.0,19.0,36.0,61.0,99.0,134.0
2020.0,Q 187,Malignant neoplasm of the sigmoid colon,671.0,9.7242921013,9.6267657065,0.0,97.0,1.0,2.0,4.0,7.0,12.0,21.0,28.0
2020.0,K4091,"Hernia inguinalis, unilateral or without indication of side, without herniation and without gangrene: recurrent hernia",662.0,1.8202416918,1.2577197395,1.0,13.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0
2020.0,receptacle,Meniscus damage from an old tear or old injury: posterior cruciate ligament or posterior horn of the medial meniscus,652.0,1.6687116564,1.5352697906,1.0,34.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0
2020.0,C 188,"Other pneumonia, causative agent unspecified",651.0,6.4500768049,4.9416794866,0.0,40.0,1.0,2.0,3.0,5.0,8.0,13.0,17.0
2020.0,786,Secondary malignant neoplasm of the retroperitoneum and peritoneum,646.0,9.6764705882,10.812953928,0.0,79.0,1.0,1.0,2.0,6.0,13.0,22.0,29.0
2020.0,F431,Post-traumatic stress disorder,646.0,43.735294118,32.92339559,0.0,312.0,2.0,5.0,20.0,41.0,58.0,84.0,97.0
2020.0,E042,Nichtoksische mehrknotyge Struma,645.0,2.4403100775,1.4558470342,1.0,20.0,1.0,1.0,2.0,2.0,3.0,4.0,5.0
2020.0,E6682,Other obesity: body mass index [BMI] of 40 and more,645.0,4.3209302326,4.5195516326,0.0,75.0,2.0,2.0,3.0,3.0,4.0,6.0,8.0
2020.0,I340,Mitralklappeninsuffizienz,638.0,13.315047022,11.150580273,0.0,176.0,1.0,2.0,8.0,11.0,19.0,25.0,27.0
2020.0,42,Care of the mother with a uterine scar from previous surgical intervention,638.0,4.0752351097,1.243121555,1.0,10.0,2.0,3.0,3.0,4.0,5.0,6.0,6.0
2020.0,S4229,Fracture of the proximal end of the humerus: other and multiple parts,637.0,5.9764521193,8.5261940809,0.0,94.0,1.0,2.0,3.0,4.0,6.0,10.0,16.0
2020.0,C541,Malignant neoplasm of the endometrium,635.0,6.0047244094,11.049286331,0.0,150.0,1.0,1.0,2.0,3.0,5.0,11.0,18.0
2020.0,G402,Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with complex focal seizures,633.0,44.965244866,388.63578186,0.0,6786.0,1.0,1.0,2.0,4.0,9.0,16.0,27.0
2020.0,Σ066,Traumatic subarachnoid hemorrhage,618.0,14.221682848,27.844632311,0.0,239.0,0.0,1.0,2.0,4.0,14.0,38.0,66.0
2020.0,F251,"Schizoaffective disorder, currently depressed",615.0,39.191869919,54.696249765,0.0,870.0,2.0,5.0,12.0,27.0,49.0,86.0,110.0
2020.0,К8020,Gallbladder stone without cholecystitis: no indication of bile duct obstruction,610.0,2.5885245902,2.2575251544,0.0,23.0,1.0,1.0,2.0,2.0,3.0,5.0,7.0
2020.0,M167,Other secondary coxarthrosis,609.0,5.3875205255,4.7327500414,1.0,62.0,2.0,3.0,3.0,4.0,6.0,8.0,12.0
2020.0,S860,Achilles tendon injury,608.0,3.0279605263,3.245710557,0.0,47.0,1.0,1.0,2.0,2.0,3.0,5.0,5.0
2020.0,S065,Traumatic subdural hemorrhage,603.0,13.31840796,27.496748998,0.0,352.0,0.0,1.0,2.0,5.0,13.0,29.0,52.0
2020.0,D051,Carcinoma in situ of the milk ducts,590.0,3.186440678,3.0800005307,1.0,54.0,1.0,1.0,2.0,2.0,4.0,6.0,9.0
2020.0,H812,Neuropathy vestibularis,588.0,3.4931972789,3.4342132673,0.0,61.0,1.0,1.0,2.0,3.0,4.0,6.0,8.0
2020.0,03,Analfistel,584.0,2.2363013699,3.3016941467,1.0,47.0,1.0,1.0,1.0,2.0,2.0,4.0,5.0
2020.0,s4221,Fracture of the proximal end of the humerus : open,583.0,6.1063464837,8.8565706012,0.0,99.0,1.0,2.0,2.0,4.0,6.0,11.0,16.0
2020.0,mst0,Pseudarthrosis after fusion or arthrodesis,578.0,5.9186851211,6.2291841507,1.0,56.0,1.0,2.0,3.0,4.0,7.0,11.0,15.0
2020.0,R42,dizziness and dizziness,577.0,2.9462738302,5.2243644099,0.0,87.0,0.0,1.0,1.0,2.0,3.0,5.0,7.0
2020.0,J189,"Pneumonia, unspecified",575.0,7.5008695652,7.0193547215,0.0,44.0,1.0,2.0,3.0,5.0,9.0,17.0,22.0
2020.0,I6710,Cerebral aneurysm (acquired),565.0,6.9433628319,12.948218449,0.0,175.0,1.0,2.0,2.0,3.0,6.0,15.0,23.0
2020.0,A4151,Sepsis: Escherichia coli [E. coli],558.0,11.105734767,11.043797389,0.0,92.0,2.0,3.0,5.0,8.0,13.0,22.0,32.0
2020.0,S2244,Serial rib fracture: involving four or more ribs,552.0,7.3025362319,6.939782008,0.0,55.0,1.0,2.0,3.0,5.0,9.0,15.0,20.0
2020.0,G4731,Obstructive Sleep Apnea Syndrome,552.0,2.7336956522,3.8345675003,0.0,55.0,1.0,1.0,1.0,2.0,2.0,4.0,6.0
2020.0,C502,Malignant neoplasm in the upper inner quadrant of the mammary gland,548.0,3.6204379562,3.8355241032,1.0,48.0,1.0,1.0,2.0,3.0,4.0,6.0,9.0
2020.0,K8510,Biliary acute pancreatitis: No organ complication reported,542.0,6.5295202952,4.97851719,0.0,45.0,2.0,2.0,4.0,5.0,8.0,11.0,15.0
2020.0,as a line,Other and unspecified mechanical ileus,537.0,7.2569832402,7.8048177229,0.0,65.0,1.0,1.0,3.0,5.0,9.0,17.0,23.0
2020.0,M 163,Other dysplastic coxarthrosis,534.0,5.361423221,3.0466188063,2.0,31.0,3.0,3.0,4.0,5.0,6.0,8.0,11.0
2020.0,N840,Polyp des Body,533.0,1.4277673546,1.0391482226,1.0,14.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0
2020.0,S8281,Fractures of other parts of the lower leg : open,531.0,9.1261770245,11.374130374,0.0,147.0,1.0,2.0,3.0,7.0,11.0,17.0,25.0
2020.0,I260,Pulmonary embolism with indication of an acute cor pulmonale,527.0,6.0436432638,6.5143883168,0.0,52.0,0.0,1.0,2.0,4.0,7.0,12.0,19.0
2020.0,N 185,Chronic kidney disease stage 5,523.0,7.9407265774,13.290820337,0.0,177.0,1.0,1.0,2.0,4.0,9.0,17.0,25.0
2020.0,P400,Drowsiness,519.0,2.1252408478,3.1089791944,0.0,32.0,0.0,0.0,1.0,1.0,2.0,5.0,8.0
2020.0,E1174,"Diabetes mellitus not primarily dependent on insulin [type 2 diabetes]: With multiple complications: With diabetic foot syndrome, not classified as derailed",518.0,14.054054054,15.577502406,0.0,173.0,2.0,2.0,5.0,9.0,18.0,30.0,42.0
2020.0,Act 12,"Bipolar mood disorder, present manic episode with psychotic symptoms",516.0,31.472868217,35.74957723,0.0,402.0,0.0,0.0,8.0,24.0,43.0,71.0,91.0
2020.0,T810,"Hemorrhage and hematoma as a complication of surgery, not elsewhere classified",514.0,3.6245136187,6.0996486539,0.0,115.0,1.0,1.0,1.0,2.0,4.0,7.0,11.0
2020.0,1,Distal fracture of the tibia : open,510.0,10.976470588,13.74563461,0.0,159.0,1.0,2.0,4.0,7.0,14.0,22.0,32.0
2020.0,T835,"Infection and inflammatory reaction from prosthesis, implant or graft in the urinary tract",503.0,6.4035785288,4.4451221214,0.0,28.0,1.0,2.0,4.0,5.0,8.0,11.0,15.0
2020.0,M1901,Primary osteoarthritis of other joints : shoulder region,503.0,3.9900596421,5.0823791951,0.0,92.0,1.0,2.0,2.0,3.0,5.0,6.0,8.0
