Jahr,ICD-10 Kode,Unnamed: 2,N,DAD,S.A,Min,Max,5,10,25,50,75,90,95
2020.0,marrow,Fracture of the os pubis,2434.0,12.184470008,11.068077144,0.0,142.0,1.0,2.0,5.0,9.0,17.0,26.0,34.0
2020.0,s43,Malignant neoplasm of the lungs or bronchus in the lower lobe,2416.0,10.098096026,10.140539375,0.0,109.0,1.0,2.0,3.0,7.0,13.0,21.0,28.0
2020.0,C508,Malignant neoplasm of the mammary gland overlapping in several areas,2415.0,4.73126294,5.4056871786,1.0,98.0,1.0,2.0,2.0,3.0,5.0,8.0,13.0
2020.0,K429,Hernia umbilicalis without herniation and without gangrene,2376.0,2.3038720539,2.5385121525,1.0,38.0,1.0,1.0,1.0,2.0,2.0,4.0,6.0
2020.0,crush,Secondary malignant neoplasm of bone and bone marrow,2371.0,12.283424715,11.581148996,0.0,175.0,1.0,2.0,5.0,9.0,16.0,26.0,33.0
2020.0,K565,Intestinal adhesions [brides] with ileus,2350.0,10.261276596,9.6698936828,0.0,113.0,2.0,2.0,4.0,7.0,13.0,22.0,28.0
2020.0,J209,"Acute bronchitis, unspecified",2342.0,2.7092228864,3.4480944465,0.0,56.0,1.0,1.0,1.0,2.0,3.0,5.0,7.0
2020.0,O48,Transferred pregnancy,2338.0,3.3960650128,1.3388701574,0.0,12.0,1.0,2.0,3.0,3.0,4.0,5.0,6.0
2020.0,J189,"Pneumonia, unspecified",2332.0,8.3091766724,7.0392075849,0.0,52.0,1.0,2.0,4.0,6.0,11.0,19.0,22.0
2020.0,C250,Malignant neoplasm of the head of the pancreas,2322.0,11.881998277,11.679359558,0.0,135.0,1.0,2.0,4.0,9.0,16.0,26.0,32.0
2020.0,A4151,Sepsis: Escherichia coli [E. coli],2317.0,10.737591713,9.6022012751,0.0,110.0,2.0,3.0,5.0,8.0,13.0,21.0,27.0
2020.0,M545,lower back pain,2302.0,8.9044309296,9.1906026587,0.0,91.0,1.0,1.0,2.0,5.0,14.0,20.0,27.0
2020.0,F058,Other forms of delirium,2288.0,14.41215035,15.571075489,0.0,231.0,1.0,2.0,5.0,10.0,19.0,31.0,42.0
2020.0,08,Other forms of angina pectoris,2271.0,3.1444297666,4.5252413491,0.0,44.0,1.0,1.0,1.0,1.0,3.0,9.0,12.0
2020.0,S832,"Meniscus tear, acute",2252.0,1.7628774423,1.3036149981,0.0,20.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0
2020.0,I2511,Atherosclerotic heart disease: one-vessel disease,2241.0,2.6260597947,4.643190007,0.0,44.0,1.0,1.0,1.0,1.0,2.0,5.0,13.0
2020.0,T8404,Mechanical complication caused by a joint endoprosthesis: hip joint,2174.0,10.554277829,9.521189951,0.0,76.0,1.0,2.0,4.0,7.0,13.0,22.0,28.0
2020.0,jagh0,Chronische Tonsillitis,2108.0,2.3823529412,1.2011352661,1.0,14.0,1.0,2.0,2.0,2.0,2.0,4.0,5.0
2020.0,C678,Malignant neoplasm of the urinary bladder overlapping in several areas,2090.0,6.3909090909,8.6490985834,0.0,185.0,1.0,2.0,2.0,3.0,7.0,15.0,20.0
2020.0,as,Large cell non-Hodgkin lymphoma,2089.0,9.4322642413,12.680623462,0.0,215.0,1.0,1.0,2.0,5.0,13.0,23.0,32.0
2020.0,kakha1,Acute appendicitis with localized peritonitis with perforation or rupture,2043.0,5.2824278023,4.2405647503,0.0,59.0,1.0,2.0,3.0,4.0,6.0,9.0,12.0
2020.0,surface,Malignant neoplasm of the lateral bladder wall,2035.0,4.6324324324,5.6311161203,0.0,70.0,1.0,2.0,2.0,3.0,4.0,10.0,16.0
2020.0,S8218,Fracture of the proximal end of the tibia: Other,2029.0,9.3267619517,11.542912749,0.0,140.0,1.0,1.0,3.0,6.0,11.0,20.0,29.0
2020.0,К610,Analyze,2029.0,2.5377033021,4.1768336923,0.0,74.0,1.0,1.0,1.0,2.0,2.0,5.0,7.0
2020.0,sahaa,Fracture of the femur,2008.0,13.845119522,13.880097845,0.0,215.0,1.0,2.0,5.0,10.0,19.0,29.0,39.0
2020.0,T835,"Infection and inflammatory reaction from prosthesis, implant or graft in the urinary tract",1991.0,7.3154193872,5.3357576652,0.0,60.0,1.0,3.0,4.0,6.0,9.0,14.0,18.0
2020.0,I951,Orthostatic hypotension,1982.0,5.5817356206,5.7391672569,0.0,67.0,1.0,1.0,2.0,4.0,7.0,13.0,17.0
2020.0,D251,Intramurales Leiomyom des Uterus,1968.0,3.2103658537,1.8892719547,1.0,26.0,1.0,2.0,2.0,3.0,4.0,5.0,6.0
2020.0,C069,"Acute upper respiratory tract infection, unspecified",1967.0,3.5205897306,4.4897824612,0.0,59.0,1.0,1.0,1.0,2.0,4.0,8.0,12.0
2020.0,O682,Complications of labor and delivery from abnormal fetal heart rate with meconium in the amniotic fluid,1935.0,3.9472868217,1.4522071167,0.0,18.0,2.0,2.0,3.0,4.0,5.0,6.0,6.0
2020.0,Σ066,Traumatic subarachnoid hemorrhage,1929.0,11.406946604,23.616858154,0.0,416.0,0.0,1.0,2.0,5.0,12.0,25.0,41.0
2020.0,jabs0,Pneumonia from food or vomit,1928.0,9.7375518672,8.8368479273,0.0,77.0,1.0,2.0,4.0,7.0,13.0,20.0,27.0
2020.0,T845,Infection and inflammatory reaction through joint arthroplasty,1918.0,17.371741397,13.131571031,0.0,101.0,3.0,5.0,9.0,14.0,22.0,33.0,42.0
2020.0,N136,Pyonephrose,1894.0,5.6203801478,5.7468176419,0.0,135.0,1.0,1.0,3.0,4.0,7.0,12.0,15.0
2020.0,about,"Newborn jaundice, unspecified",1894.0,3.7080253432,1.803550237,0.0,17.0,1.0,1.0,3.0,4.0,5.0,6.0,6.0
2020.0,I7024,"Atherosclerosis of the arteries of the extremities: pelvic-leg type, with gangrene",1873.0,11.181526962,13.448069652,0.0,142.0,1.0,2.0,2.0,7.0,15.0,27.0,38.0
2020.0,rumble,Varicose veins of the lower extremities without ulceration or inflammation,1863.0,1.6441223833,1.2648798867,0.0,27.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0
2020.0,G402,Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with complex focal seizures,1856.0,109.875,1232.6674337,0.0,24963.0,1.0,1.0,2.0,4.0,9.0,17.0,23.0
2020.0,S4202,Fracture of the clavicle: middle third,1843.0,2.6706456864,3.8256720352,0.0,57.0,1.0,1.0,1.0,2.0,3.0,4.0,7.0
2020.0,S8282,Trimalleolarfraktur,1834.0,10.99563795,9.3031611843,0.0,83.0,1.0,2.0,4.0,9.0,15.0,21.0,27.0
2020.0,u44,Diabetes mellitus occurring during pregnancy,1799.0,3.698721512,1.6899077285,1.0,27.0,2.0,2.0,3.0,4.0,4.0,5.0,6.0
2020.0,C56,Malignant neoplasm of the ovary,1779.0,10.409780776,12.046270696,0.0,142.0,1.0,1.0,3.0,7.0,14.0,22.0,31.0
2020.0,crush,Secondary malignant neoplasm of the brain and meninges,1778.0,11.090551181,10.203898238,0.0,115.0,1.0,2.0,4.0,8.0,15.0,23.0,30.0
2020.0,F431,Post-traumatic stress disorder,1768.0,41.337104072,37.336438897,0.0,348.0,1.0,3.0,11.0,35.0,59.0,86.0,104.0
2020.0,chuckle,Other problems related to medical care options or other health care,1760.0,73.310227273,488.95768677,0.0,19942.0,2.0,3.0,8.0,18.0,57.0,167.0,294.0
2020.0,I471,Supraventricular tachycardia,1754.0,2.5883694413,3.6206924748,0.0,50.0,1.0,1.0,1.0,1.0,2.0,6.0,9.0
2020.0,haaaaa,Retinal detachment with retinal tear,1745.0,1.8710601719,0.8607084967,0.0,13.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0
2020.0,rip off,malaise and fatigue,1740.0,8.5925287356,13.545444625,0.0,389.0,0.0,1.0,1.0,5.0,12.0,20.0,27.0
2020.0,I481,atrial fibrillation,1737.0,3.014392631,3.65305883,0.0,49.0,1.0,1.0,1.0,2.0,3.0,6.0,10.0
2020.0,and 18,Other specified birth injuries,1720.0,3.0069767442,0.9967709002,0.0,8.0,1.0,2.0,2.0,3.0,4.0,4.0,4.0
2020.0,R42,dizziness and dizziness,1705.0,3.9249266862,5.2395878538,0.0,87.0,0.0,1.0,1.0,2.0,4.0,9.0,14.0
2020.0,T8405,Mechanical complication caused by a joint endoprosthesis: knee joint,1703.0,9.5848502642,8.0945314241,0.0,82.0,3.0,4.0,5.0,7.0,12.0,20.0,25.0
2020.0,skh1,Distal fracture of the radius : open,1702.0,2.5616921269,4.0585820646,0.0,84.0,1.0,1.0,1.0,2.0,2.0,4.0,7.0
2020.0,T814,"Post-procedural infection, not elsewhere classified",1681.0,9.1778703153,10.679247142,0.0,127.0,1.0,2.0,3.0,6.0,11.0,19.0,27.0
2020.0,C9000,Plasmacytoma [multiple myeloma]: No indication of remission,1669.0,12.237267825,11.153013646,0.0,102.0,1.0,1.0,3.0,10.0,18.0,25.0,31.0
2020.0,J101,"Flu with other respiratory manifestations, influenza viruses detected",1658.0,4.9282267793,4.8801235544,0.0,58.0,1.0,1.0,2.0,4.0,6.0,10.0,14.0
2020.0,K564,Other obturation of the bowel,1653.0,3.979431337,4.5829257724,0.0,52.0,1.0,1.0,1.0,2.0,5.0,8.0,13.0
2020.0,H811,Benign paroxysmal vertigo,1639.0,3.5308114704,3.9707565043,0.0,40.0,1.0,1.0,1.0,2.0,4.0,7.0,11.0
2020.0,I340,Mitralklappeninsuffizienz,1630.0,12.888343558,10.909744084,0.0,176.0,1.0,2.0,5.0,10.0,19.0,26.0,30.0
2020.0,C220,hepatocellular carcinoma,1608.0,7.5752487562,11.255003586,0.0,265.0,1.0,1.0,2.0,4.0,10.0,18.0,24.0
2020.0,jakha,Hypertrophy of the palatine tonsils with hypertrophy of the pharyngeal tonsils,1604.0,2.0592269327,1.1471229686,1.0,16.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0
2020.0,S3201,Fracture of a lumbar vertebra : open,1601.0,9.8563397876,10.606158534,0.0,121.0,1.0,1.0,3.0,7.0,14.0,21.0,27.0
2020.0,r073,Other chest pain,1598.0,2.2484355444,2.6944562732,0.0,33.0,1.0,1.0,1.0,1.0,2.0,4.0,7.0
2020.0,C64,"Malignant neoplasm of the kidney, excluding the renal pelvis",1597.0,8.3318722605,8.3050437502,0.0,103.0,2.0,2.0,4.0,6.0,9.0,17.0,23.0
2020.0,s,"Gastrointestinal haemorrhage, unspecified",1595.0,6.1931034483,6.4084384133,0.0,59.0,0.0,1.0,2.0,4.0,8.0,14.0,19.0
2020.0,O4211,"Premature rupture of membranes, onset of labor after 1 to 7 days",1595.0,4.4808777429,1.8663242229,0.0,20.0,2.0,3.0,3.0,4.0,5.0,7.0,8.0
2020.0,S4229,Fracture of the proximal end of the humerus: other and multiple parts,1594.0,8.4052697616,9.1040644653,0.0,94.0,1.0,2.0,3.0,6.0,10.0,19.0,27.0
2020.0,squawk,"Leiomyoma of the uterus, unspecified",1555.0,3.0205787781,2.1666926262,0.0,42.0,1.0,2.0,2.0,3.0,4.0,4.0,5.0
2020.0,suffocate,stress incontinence,1547.0,2.0866192631,1.6824935713,0.0,22.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0
2020.0,smash,Malignant neoplasm of the thyroid,1537.0,3.6297983084,5.349525098,0.0,81.0,1.0,1.0,2.0,2.0,3.0,5.0,9.0
2020.0,F03,Unspecified dementia,1523.0,18.457649376,23.83782287,0.0,280.0,0.0,1.0,5.0,11.0,22.0,45.0,61.0
2020.0,Q 187,Malignant neoplasm of the sigmoid colon,1521.0,10.779750164,9.6320195287,0.0,97.0,1.0,2.0,5.0,8.0,14.0,22.0,30.0
2020.0,1 . sacrifice,hypoosmolality and hyponatremia,1521.0,6.4760026298,5.4496121359,0.0,63.0,1.0,1.0,3.0,5.0,8.0,13.0,17.0
2020.0,A084,"Viral intestinal infection, unspecified",1520.0,3.6026315789,3.7583341205,0.0,46.0,1.0,1.0,1.0,2.0,4.0,8.0,11.0
2020.0,kg03,Alcoholic cirrhosis of the liver,1506.0,12.371181939,12.096937074,0.0,200.0,1.0,2.0,5.0,9.0,16.0,26.0,30.0
2020.0,Y489,"Atrial fibrillation and atrial flutter, unspecified",1502.0,5.1431424767,5.9027328198,0.0,73.0,1.0,1.0,1.0,3.0,7.0,12.0,16.0
2020.0,4,Shoulder Impingement Syndrome,1488.0,2.3602150538,1.6855979866,1.0,34.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0
2020.0,s4221,Fracture of the proximal end of the humerus : open,1488.0,8.2137096774,9.2965070822,0.0,99.0,1.0,2.0,3.0,5.0,10.0,19.0,27.0
2020.0,I610,"Intracerebral hemorrhage in the cerebral hemisphere, subcortical",1484.0,19.79245283,27.385439372,0.0,273.0,0.0,1.0,4.0,10.0,22.0,53.0,72.0
2020.0,0,Obstipation,1474.0,3.6587516961,4.1459582149,0.0,56.0,1.0,1.0,1.0,2.0,4.0,8.0,11.0
2020.0,R296,"Tendency to fall, not elsewhere classified",1466.0,13.061391542,10.623512938,0.0,137.0,1.0,3.0,7.0,11.0,17.0,23.0,29.0
