Jahr,ICD-10 Kode,Unnamed: 2,N,DAD,S.A,Min,Max,5,10,25,50,75,90,95
2020.0,S065,Traumatic subdural hemorrhage,1764.0,10.138321995,12.136916244,0.0,118.0,0.0,1.0,2.0,6.0,14.0,23.0,32.0
2020.0,A4151,Sepsis: Escherichia coli [E. coli],1706.0,10.656506448,9.1387709017,0.0,110.0,2.0,3.0,5.0,8.0,13.0,20.0,26.0
2020.0,as a joke,"Diverticulitis of the colon without perforation, abscess, or evidence of bleeding",1674.0,6.2532855436,5.4253950542,0.0,59.0,2.0,2.0,3.0,5.0,7.0,12.0,17.0
2020.0,C 188,"Other pneumonia, causative agent unspecified",1616.0,9.7060643564,6.990988475,0.0,61.0,2.0,3.0,5.0,8.0,13.0,18.0,23.0
2020.0,K8000,Gallbladder stone with acute cholecystitis: No indication of bile duct obstruction,1613.0,7.1413515189,6.0317487071,0.0,50.0,2.0,2.0,3.0,5.0,9.0,14.0,19.0
2020.0,J189,"Pneumonia, unspecified",1587.0,9.1052299937,7.0644406669,0.0,52.0,1.0,2.0,4.0,7.0,12.0,19.0,23.0
2020.0,K4090,"Hernia inguinalis, unilateral or without indication of side, without herniation and without gangrene: Not classified as recurrent hernia",1578.0,2.562103929,6.1164152145,0.0,213.0,1.0,1.0,1.0,2.0,3.0,4.0,6.0
2020.0,I7022,"Atherosclerosis of the arteries of the extremities: pelvic-leg type, with pain at rest",1577.0,3.9854153456,5.8789968882,0.0,79.0,1.0,1.0,2.0,2.0,4.0,8.0,14.0
2020.0,I2512,Atherosclerotic heart disease: two-vessel disease,1574.0,4.0679796696,6.6044219412,0.0,66.0,1.0,1.0,1.0,1.0,3.0,13.0,20.0
2020.0,I7024,"Atherosclerosis of the arteries of the extremities: pelvic-leg type, with gangrene",1569.0,11.188655194,13.279332138,0.0,142.0,1.0,2.0,2.0,7.0,15.0,27.0,36.0
2020.0,A418,Other specified sepsis,1566.0,11.826309068,10.430011872,0.0,84.0,1.0,2.0,5.0,9.0,15.0,24.0,32.0
2020.0,I951,Orthostatic hypotension,1509.0,6.2750165673,6.1028360219,0.0,67.0,1.0,1.0,2.0,5.0,8.0,14.0,18.0
2020.0,A46,Erysipel [Wundrose],1500.0,8.2446666667,5.9913884907,0.0,59.0,2.0,3.0,4.0,7.0,10.0,16.0,20.0
2020.0,K8010,Gallbladder stone with other cholecystitis: no indication of bile duct obstruction,1449.0,4.1407867495,4.4198884626,0.0,50.0,1.0,2.0,2.0,3.0,5.0,8.0,12.0
2020.0,F03,Unspecified dementia,1444.0,17.797783934,22.042436123,0.0,280.0,0.0,1.0,5.0,11.0,22.0,43.0,59.0
2020.0,T835,"Infection and inflammatory reaction from prosthesis, implant or graft in the urinary tract",1440.0,7.6340277778,5.37322349,0.0,41.0,2.0,3.0,4.0,6.0,10.0,15.0,18.0
2020.0,chuckle,Other problems related to medical care options or other health care,1432.0,55.944134078,101.81051284,0.0,953.0,2.0,3.0,8.0,18.5,55.5,148.0,248.0
2020.0,M751,Rotator cuff lesions,1430.0,4.3188811189,4.5392765544,1.0,56.0,2.0,2.0,2.0,3.0,4.0,7.0,13.0
2020.0,I211,Acute transmural myocardial infarction of the posterior wall,1428.0,6.7058823529,7.3480148384,0.0,61.0,0.0,0.0,2.0,4.0,8.5,17.0,20.0
2020.0,crush,Secondary malignant neoplasm of bone and bone marrow,1426.0,12.701262272,12.112418963,0.0,175.0,2.0,3.0,5.0,9.0,17.0,26.0,34.0
2020.0,T8404,Mechanical complication caused by a joint endoprosthesis: hip joint,1423.0,11.637385805,10.06389192,0.0,74.0,1.0,2.0,5.0,8.0,16.0,24.0,31.0
2020.0,C250,Malignant neoplasm of the head of the pancreas,1403.0,12.28510335,12.43487912,0.0,135.0,1.0,2.0,4.0,9.0,17.0,26.0,33.0
2020.0,I210,Acute transmural myocardial infarction of the anterior wall,1400.0,7.8192857143,7.8619831224,0.0,65.0,0.0,1.0,2.0,5.0,11.0,20.0,23.0
2020.0,jabs0,Pneumonia from food or vomit,1398.0,10.119456366,8.7546306711,0.0,77.0,1.0,2.0,5.0,8.0,13.0,20.0,27.0
2020.0,I200,Unstable angina pectoris,1383.0,3.9493853941,5.0939407393,0.0,43.0,1.0,1.0,1.0,2.0,5.0,10.0,14.0
2020.0,C678,Malignant neoplasm of the urinary bladder overlapping in several areas,1378.0,6.4165457184,7.367168072,0.0,81.0,2.0,2.0,3.0,4.0,7.0,15.0,20.0
2020.0,R296,"Tendency to fall, not elsewhere classified",1374.0,13.144104803,10.540024201,0.0,137.0,1.0,3.0,7.0,12.0,17.0,23.0,29.0
2020.0,K565,Intestinal adhesions [brides] with ileus,1329.0,11.854778029,9.939537552,0.0,91.0,2.0,3.0,5.0,9.0,16.0,24.0,30.0
2020.0,C20,Malignant neoplasm of the rectum,1327.0,12.731725697,12.462447192,0.0,140.0,1.0,2.0,5.0,9.0,17.0,25.0,33.0
2020.0,sahaa,Fracture of the femur,1282.0,16.095163807,12.75709504,0.0,109.0,3.0,5.0,8.0,12.5,20.0,32.0,41.0
2020.0,surface,Malignant neoplasm of the lateral bladder wall,1279.0,5.0602032838,6.049377181,0.0,70.0,2.0,2.0,2.0,3.0,5.0,11.0,17.0
2020.0,M8098,Unspecified osteoporosis with pathologic fracture: other,1278.0,11.60172144,9.0058832338,0.0,72.0,1.0,2.0,5.0,10.0,16.0,22.0,27.0
2020.0,rip off,malaise and fatigue,1272.0,9.2114779874,9.4402803212,0.0,78.0,0.0,1.0,2.0,7.0,13.0,21.0,27.0
2020.0,К4020,"Bilateral inguinal hernia, without herniation and without gangrene: Not referred to as a recurrent hernia",1268.0,2.1332807571,1.577884738,0.0,20.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0
2020.0,M 175,Other secondary gonarthrosis,1263.0,8.7624703088,6.3394934164,1.0,65.0,3.0,4.0,5.0,7.0,9.0,19.0,21.0
2020.0,s43,Malignant neoplasm of the lungs or bronchus in the lower lobe,1248.0,10.524038462,9.595728753,0.0,95.0,1.0,2.0,4.0,8.0,14.0,22.0,27.0
2020.0,08,Other forms of angina pectoris,1230.0,3.2520325203,4.8519052417,0.0,44.0,1.0,1.0,1.0,1.0,3.0,9.0,12.0
2020.0,as a person,"Diverticulitis of the colon with perforation and abscess, without indication of bleeding",1218.0,12.188013136,10.57026204,0.0,102.0,2.0,3.0,5.0,9.0,16.0,25.0,33.0
2020.0,J442,"Atrioventrikulärer Block, 3. Grades",1199.0,5.3603002502,5.9665420989,0.0,47.0,1.0,1.0,2.0,3.0,7.0,13.0,18.0
2020.0,squawk,Distal fracture of the radius: other and multiple parts,1170.0,4.3128205128,5.3301206573,0.0,57.0,1.0,1.0,2.0,2.0,5.0,10.0,16.0
2020.0,s,"Gastrointestinal haemorrhage, unspecified",1162.0,6.8080895009,6.5890967778,0.0,59.0,1.0,1.0,2.0,5.0,9.0,15.0,20.0
2020.0,S7200,Femoral neck fracture : closed,1155.0,16.006060606,12.23268619,0.0,147.0,3.0,5.0,7.0,13.0,20.0,31.0,38.0
2020.0,I2511,Atherosclerotic heart disease: one-vessel disease,1127.0,2.5137533274,4.4177440559,0.0,34.0,1.0,1.0,1.0,1.0,2.0,5.0,12.0
2020.0,T845,Infection and inflammatory reaction through joint arthroplasty,1099.0,18.318471338,13.183880117,0.0,99.0,3.0,5.0,9.0,15.0,23.0,34.0,43.0
2020.0,M8088,Other osteoporosis with pathologic fracture : other,1093.0,11.963403477,8.7761402387,0.0,69.0,2.0,3.0,5.0,10.0,17.0,24.0,28.0
2020.0,Σ066,Traumatic subarachnoid hemorrhage,1092.0,9.2289377289,11.455999816,0.0,109.0,0.0,1.0,2.0,5.0,12.0,20.0,32.0
2020.0,Y489,"Atrial fibrillation and atrial flutter, unspecified",1085.0,5.6267281106,5.9291500238,0.0,73.0,1.0,1.0,2.0,4.0,7.0,13.0,17.0
2020.0,M201,Hallux valgus (acquired),1055.0,3.2748815166,4.3441037664,1.0,93.0,1.0,2.0,2.0,3.0,3.0,5.0,6.0
2020.0,s04,Femoral neck fracture: Mediocervical,1044.0,13.869731801,10.094200775,0.0,85.0,3.0,4.0,7.0,11.0,19.0,27.0,34.0
2020.0,M545,lower back pain,1037.0,10.145612343,8.7411848887,0.0,90.0,1.0,1.0,4.0,8.0,15.0,20.0,27.0
2020.0,A099,Other and unspecified gastroenteritis and colitis of unspecified origin,1037.0,5.493731919,5.4472912451,0.0,71.0,1.0,1.0,2.0,4.0,7.0,12.0,15.0
2020.0,1 . sacrifice,hypoosmolality and hyponatremia,1035.0,7.0589371981,5.3280583548,0.0,44.0,1.0,2.0,4.0,6.0,9.0,14.0,18.0
2020.0,I495,Sick Sinus Syndrome,1027.0,4.3777994158,5.0399392988,0.0,36.0,1.0,1.0,1.0,2.0,6.0,11.0,15.0
2020.0,as,Large cell non-Hodgkin lymphoma,1017.0,9.8928220256,12.842524312,0.0,215.0,1.0,1.0,2.0,5.0,13.0,23.0,33.0
2020.0,S700,contusion of the hip,1000.0,6.835,6.7404160263,0.0,50.0,1.0,1.0,2.0,5.0,9.0,16.0,20.0
2020.0,I340,Mitralklappeninsuffizienz,960.0,12.602083333,10.791221659,0.0,89.0,1.0,2.0,4.0,10.0,19.0,27.0,30.0
2020.0,R42,dizziness and dizziness,948.0,4.8966244726,5.357333613,0.0,66.0,1.0,1.0,2.0,3.0,6.0,12.0,15.0
2020.0,1,"Diverticulosis of the colon without perforation or abscess, with bleeding",945.0,6.1851851852,5.0651050101,0.0,48.0,2.0,2.0,3.0,5.0,8.0,12.0,16.0
2020.0,I610,"Intracerebral hemorrhage in the cerebral hemisphere, subcortical",939.0,15.556975506,20.418690532,0.0,149.0,0.0,1.0,4.0,9.0,18.0,41.0,58.0
2020.0,C509,"Malignant neoplasm of the mammary gland, unspecified",938.0,9.1343283582,9.8925429602,0.0,87.0,1.0,2.0,3.0,6.0,13.0,21.0,28.0
2020.0,N132,Hydronephrosis in kidney and ureteral stone obstruction,936.0,2.9294871795,3.1394243407,0.0,52.0,1.0,1.0,2.0,2.0,3.0,5.0,7.0
2020.0,S3201,Fracture of a lumbar vertebra : open,936.0,11.830128205,10.149154512,0.0,121.0,1.0,2.0,5.0,10.0,16.0,23.0,29.0
2020.0,K564,Other obturation of the bowel,928.0,4.5689655172,4.7649821867,0.0,35.0,1.0,1.0,2.0,3.0,6.0,10.0,14.0
2020.0,K432,Incisional hernia without herniation and without gangrene,895.0,6.6748603352,6.4647023318,1.0,85.0,2.0,2.0,3.0,5.0,8.0,13.0,19.0
2020.0,I1091,"Essential hypertension, unspecified: Indicating a hypertensive crisis",894.0,3.822147651,3.8284491547,0.0,42.0,1.0,1.0,1.0,3.0,5.0,9.0,11.0
2020.0,I7025,"Atherosclerosis of the arteries of the extremities: shoulder-arm type, all stages",891.0,17.109988777,17.18083663,0.0,125.0,2.0,2.0,5.0,13.0,23.0,36.0,50.0
2020.0,S4229,Fracture of the proximal end of the humerus: other and multiple parts,890.0,10.523595506,9.2358184539,0.0,55.0,2.0,3.0,4.0,8.0,13.0,21.0,29.0
2020.0,C504,Malignant neoplasm in the upper outer quadrant of the mammary gland,866.0,5.0161662818,5.3916842063,0.0,69.0,1.0,2.0,2.0,4.0,6.0,9.0,14.0
2020.0,H811,Benign paroxysmal vertigo,865.0,4.4034682081,4.5007959167,0.0,36.0,1.0,1.0,2.0,3.0,5.0,9.0,13.0
2020.0,48,"Other complications from orthopedic endoprostheses, implants or transplants",860.0,5.0906976744,6.1338319784,0.0,54.0,1.0,1.0,1.0,3.0,6.0,12.0,18.0
2020.0,C220,hepatocellular carcinoma,856.0,7.738317757,8.8473330423,0.0,93.0,1.0,1.0,2.0,4.0,11.0,19.0,24.0
2020.0,surface,"Malignant neoplasm of the urinary bladder, unspecified",853.0,8.4208675264,9.0539533397,0.0,81.0,1.0,2.0,2.0,5.0,12.0,20.0,25.0
2020.0,E1174,"Diabetes mellitus not primarily dependent on insulin [type 2 diabetes]: With multiple complications: With diabetic foot syndrome, not classified as derailed",852.0,14.612676056,16.3357179,0.0,191.0,1.0,2.0,4.0,9.5,19.0,33.0,44.0
2020.0,C9000,Plasmacytoma [multiple myeloma]: No indication of remission,847.0,11.519480519,10.748545922,0.0,102.0,1.0,1.0,4.0,9.0,16.0,24.0,30.0
2020.0,N201,Ureterstein,845.0,2.5917159763,2.617871049,0.0,23.0,1.0,1.0,1.0,2.0,3.0,5.0,6.0
2020.0,act1,"Recurrent depressive disorder, currently moderate episode",841.0,33.532699168,23.944015824,0.0,186.0,4.0,7.0,16.0,29.0,46.0,63.0,77.0
2020.0,obey,Cerebral infarction due to thrombosis of intracranial arteries,839.0,17.146603099,23.775776561,0.0,202.0,1.0,2.0,4.0,8.0,20.0,48.0,63.0
2020.0,I481,atrial fibrillation,832.0,3.5673076923,4.114520495,0.0,34.0,1.0,1.0,1.0,2.0,4.0,9.0,12.0
2020.0,eat,"Cerebral infarction, unspecified",827.0,14.724304716,17.166015382,0.0,156.0,0.0,0.0,4.0,9.0,20.0,35.0,48.0
2020.0,G2090,"Primary Parkinson's syndrome, unspecified: Without effect fluctuation",825.0,17.398787879,13.647157266,0.0,153.0,2.0,4.0,8.0,15.0,21.0,34.0,41.0
2020.0,Q 187,Malignant neoplasm of the sigmoid colon,825.0,11.700606061,9.5583954924,0.0,94.0,1.0,3.0,5.0,9.0,16.0,23.0,30.0
2020.0,N136,Pyonephrose,822.0,6.9854014599,5.691396248,0.0,37.0,1.0,2.0,3.0,5.0,8.0,14.0,18.0
2020.0,C508,Malignant neoplasm of the mammary gland overlapping in several areas,821.0,5.5213154689,5.2807608676,1.0,44.0,2.0,2.0,3.0,4.0,6.0,11.0,16.0
2020.0,N300,Acute cystitis,819.0,6.9987789988,5.4677313876,0.0,48.0,2.0,2.0,4.0,6.0,9.0,14.0,17.0
2020.0,I260,Pulmonary embolism with indication of an acute cor pulmonale,819.0,7.862026862,6.7096078463,0.0,49.0,1.0,2.0,4.0,6.0,10.0,16.0,20.0
2020.0,s4221,Fracture of the proximal end of the humerus : open,816.0,10.321078431,9.4930311831,0.0,91.0,1.0,2.0,4.0,7.0,13.0,22.0,30.0
2020.0,obey,Cerebral infarction due to unspecified occlusion or stenosis of the extracranial arteries supplying the brain,806.0,14.280397022,17.947979705,0.0,139.0,1.0,2.0,4.0,8.0,17.0,34.0,48.0
2020.0,T8405,Mechanical complication caused by a joint endoprosthesis: knee joint,798.0,11.121553885,9.0368831077,0.0,82.0,3.0,4.0,6.0,8.0,13.0,20.0,28.0
2020.0,H401,Primary open-angle glaucoma,778.0,2.087403599,1.1046040045,1.0,16.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0
2020.0,S321,Fraktur des sacrum,777.0,14.425997426,9.7850608606,0.0,71.0,2.0,4.0,7.0,13.0,20.0,27.0,31.0
2020.0,yah14,"Aneurysm of the abdominal aorta, without indication of a rupture",772.0,7.7875647668,7.9653237304,0.0,60.0,1.0,2.0,3.0,5.0,10.0,17.0,22.0
2020.0,M 4807,Spinalstenose : Lumbosakralbereich,765.0,10.011764706,7.3881621493,1.0,67.0,3.0,4.0,5.0,7.0,13.0,20.0,25.0
2020.0,S2244,Serial rib fracture: involving four or more ribs,757.0,10.20343461,8.8524554234,0.0,75.0,1.0,2.0,4.0,8.0,14.0,20.0,27.0
2020.0,crush,Secondary malignant neoplasm of the brain and meninges,752.0,11.954787234,10.146231927,0.0,99.0,1.0,3.0,5.0,9.0,16.0,24.0,31.0
2020.0,M1901,Primary osteoarthritis of other joints : shoulder region,747.0,8.0187416332,11.674296232,1.0,271.0,2.0,3.0,4.0,5.0,8.0,18.0,22.0
2020.0,J4401,Chronic obstructive pulmonary disease with acute lower respiratory tract infection: FEV1 >= 35% and < 50% predicted,743.0,10.68909825,7.7167844594,0.0,51.0,2.0,3.0,5.0,8.0,14.0,20.0,26.0
2020.0,S2206,Fracture of a thoracic vertebra: T11 and T12,741.0,11.159244265,9.6708819839,0.0,67.0,1.0,2.0,4.0,8.0,16.0,23.0,28.0
2020.0,dance,Other and unspecified symptoms affecting the nervous and musculoskeletal system,740.0,19.572972973,14.959623577,0.0,136.0,3.0,5.0,10.0,17.0,25.0,37.0,46.0
2020.0,as a line,Other and unspecified mechanical ileus,740.0,9.4905405405,9.2996234143,0.0,69.0,1.0,2.0,3.0,7.0,13.0,20.0,27.0
2020.0,C 13,Pneumonia caused by Streptococcus pneumoniae,736.0,10.703804348,7.838282936,0.0,62.0,3.0,4.0,5.0,8.0,14.0,21.0,27.0
2020.0,J4411,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified: FEV1 >= 35% and < 50% predicted",734.0,10.264305177,8.1663072483,0.0,57.0,1.0,3.0,5.0,8.0,13.0,20.0,27.0
2020.0,C64,"Malignant neoplasm of the kidney, excluding the renal pelvis",732.0,9.2527322404,9.2505957612,0.0,103.0,2.0,2.0,4.0,7.0,11.0,19.0,25.0
2020.0,hug,Other specified diseases of the urinary bladder,728.0,4.5645604396,5.308497465,0.0,57.0,1.0,1.0,2.0,3.0,5.0,9.0,13.0
2020.0,0,Obstipation,720.0,4.1180555556,3.7648113207,0.0,27.0,1.0,1.0,1.5,3.0,5.0,9.0,12.0
2020.0,Lesbian,Subtrochanteric fracture,717.0,15.421199442,11.978612095,0.0,110.0,3.0,5.0,7.0,12.0,20.0,30.0,39.0
2020.0,J101,"Flu with other respiratory manifestations, influenza viruses detected",708.0,6.9548022599,5.4710959255,0.0,58.0,1.0,2.0,4.0,6.0,9.0,14.0,17.0
2020.0,S526,"Distal fracture of the ulna and radius, combined",707.0,5.729844413,6.7718171478,0.0,57.0,1.0,1.0,2.0,3.0,7.0,14.0,19.0
2020.0,brain12,Other specified disc displacement,707.0,9.3168316832,8.2346113413,0.0,105.0,2.0,3.0,4.0,7.0,13.0,20.0,24.0
2020.0,43,Embolism and thrombosis of the arteries of the lower extremities,707.0,9.0820367751,10.950651724,0.0,94.0,0.0,1.0,2.0,6.0,12.0,22.0,28.0
2020.0,n 1793,"Acute renal failure, unspecified: Stage 3",705.0,10.45106383,8.7720956167,0.0,78.0,1.0,2.0,5.0,8.0,14.0,20.0,26.0
2020.0,D500,Iron deficiency anemia after blood loss (chronic),694.0,6.6383285303,5.7807737841,0.0,51.0,1.0,2.0,3.0,5.0,8.0,14.0,17.0
2020.0,look,Other and unspecified infectious diseases,692.0,7.0592485549,6.1057457708,0.0,50.0,0.0,1.0,3.0,6.0,9.0,15.0,19.0
2020.0,T828,"Other complications from prostheses, implants or transplants in the heart and vessels",680.0,5.6073529412,6.9543179322,0.0,56.0,1.0,1.0,2.0,3.0,7.0,13.0,21.0
2020.0,N200,kidney stone,676.0,2.8520710059,3.6638791628,0.0,62.0,1.0,1.0,1.0,2.0,3.0,6.0,8.0
2020.0,A084,"Viral intestinal infection, unspecified",671.0,5.0149031297,4.638555322,0.0,46.0,1.0,1.0,2.0,4.0,6.0,11.0,14.0
2020.0,I471,Supraventricular tachycardia,669.0,3.5396113602,4.5855475089,0.0,50.0,1.0,1.0,1.0,2.0,4.0,8.0,13.0
2020.0,hilarious,Degeneration of the macula and posterior pole,661.0,1.8124054463,0.7206250184,1.0,8.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0
2020.0,C541,Malignant neoplasm of the endometrium,659.0,7.842185129,8.9483138665,0.0,106.0,1.0,2.0,3.0,5.0,10.0,18.0,22.0
2020.0,C56,Malignant neoplasm of the ovary,653.0,12.071975498,11.234233475,0.0,129.0,1.0,2.0,4.0,10.0,17.0,24.0,33.0
2020.0,r073,Other chest pain,633.0,2.8578199052,3.4593488703,0.0,27.0,1.0,1.0,1.0,2.0,3.0,6.0,9.0
2020.0,C182,Malignant neoplasm of the ascending colon,631.0,11.911251981,10.517636746,0.0,109.0,2.0,3.0,5.0,9.0,15.0,23.0,30.0
2020.0,A4158,Sepsis: other gram-negative pathogens,630.0,11.552380952,9.7022256169,0.0,95.0,2.0,4.0,6.0,9.0,15.0,21.0,29.0
2020.0,let's go,Aortic valve stenosis with insufficiency,624.0,9.3173076923,7.9914855449,0.0,51.0,1.0,1.0,3.0,7.0,13.0,20.0,25.0
2020.0,C180,Malignant neoplasm of the cecum,622.0,12.961414791,9.9440523461,0.0,89.0,2.0,3.0,6.0,11.0,18.0,25.0,30.0
2020.0,effective,"Recurrent depressive disorder, currently severe episode without psychotic symptoms",621.0,44.037037037,36.784510856,0.0,445.0,4.0,8.0,19.0,38.0,59.0,85.0,111.0
2020.0,yah023,"Atherosclerosis of the arteries of the extremities: pelvic-leg type, with ulceration",620.0,6.9241935484,10.29950805,0.0,88.0,1.0,1.0,2.0,3.0,8.0,16.0,22.0
2020.0,J9600,"Respiratory failure, unspecified: Type I [hypoxic]",619.0,10.011308562,9.7395633994,0.0,90.0,1.0,1.0,3.0,8.0,14.0,21.0,29.0
2020.0,G402,Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with complex focal seizures,615.0,7.7235772358,7.5138317764,0.0,53.0,1.0,1.0,3.0,5.0,11.0,18.0,22.0
2020.0,R31,Unspecified hematuria,607.0,4.3443163097,4.6905983298,0.0,50.0,1.0,1.0,2.0,3.0,5.0,8.0,11.0
2020.0,came,"Acute lower respiratory tract infection, unspecified",603.0,7.8540630182,7.9739148592,0.0,78.0,1.0,2.0,3.0,6.0,10.0,15.0,20.0
2020.0,G309,"Alzheimer's disease, unspecified",602.0,21.387043189,38.570091327,0.0,490.0,1.0,1.0,6.0,13.0,22.0,46.0,67.0
2020.0,s4220,Fracture of the proximal end of the humerus : closed,595.0,11.690756303,11.4811439,0.0,83.0,1.0,2.0,4.0,8.0,17.0,26.0,34.0
2020.0,M544,Lumboischialgie,593.0,10.529510961,8.2408562717,0.0,52.0,1.0,2.0,4.0,9.0,15.0,21.0,26.0
2020.0,G4582,Other Cerebral Transient Ischemia and Related Syndromes: Complete resolution within 1 to 24 hours,589.0,3.8217317487,3.5360826729,0.0,35.0,1.0,1.0,2.0,3.0,4.0,7.0,9.0
2020.0,G301,Late onset Alzheimer's disease,585.0,26.123076923,25.612401295,0.0,183.0,2.0,4.0,8.0,18.0,36.0,55.0,75.0
2020.0,I509,"Heart failure, unspecified",584.0,11.710616438,10.461240573,0.0,74.0,1.0,1.0,4.0,9.0,17.0,25.0,30.0
