ICD-10,Bezeichnung,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90-94,95+,Total
154,Stroke,9.0,8.0,2.0,22.0,50.0,51.0,94.0,147.0,221.0,432.0,748.0,1138.0,1485.0,1805.0,2388.0,3139.0,3097.0,2703.0,1176.0,254.0,18969.0
148,Other ischemic heart diseases,0.0,1.0,0.0,1.0,5.0,9.0,19.0,62.0,174.0,454.0,1060.0,1873.0,2331.0,2884.0,3547.0,3219.0,1968.0,869.0,209.0,23.0,18708.0
147,Acute myocardial infarction,0.0,0.0,0.0,3.0,9.0,13.0,79.0,194.0,388.0,880.0,1522.0,2027.0,2205.0,2152.0,2445.0,2441.0,2113.0,1536.0,517.0,125.0,18649.0
150,conduction disorders and cardiac arrhythmias,72.0,35.0,52.0,108.0,103.0,135.0,140.0,201.0,281.0,446.0,843.0,1291.0,1602.0,1877.0,2592.0,2810.0,2421.0,1777.0,753.0,142.0,17681.0
195,Cholelithiasis and Chelezystitis,10.0,7.0,13.0,108.0,306.0,650.0,956.0,1084.0,1123.0,1288.0,1544.0,1644.0,1515.0,1513.0,1618.0,1589.0,1237.0,914.0,380.0,79.0,17578.0
203,Other diseases of the joints,84.0,92.0,315.0,1454.0,1639.0,1557.0,1455.0,1319.0,1282.0,1481.0,1520.0,1429.0,1045.0,776.0,702.0,617.0,397.0,283.0,110.0,16.0,17573.0
119,Other mental and behavioral disorders,65.0,197.0,966.0,2040.0,1571.0,1273.0,1010.0,781.0,702.0,608.0,643.0,509.0,420.0,435.0,733.0,1126.0,1471.0,1538.0,886.0,253.0,17227.0
113,Mental and behavioral disorders caused by alcohol,0.0,0.0,130.0,378.0,499.0,852.0,1189.0,1790.0,1772.0,2003.0,2360.0,2081.0,1481.0,940.0,594.0,301.0,129.0,51.0,8.0,1.0,16559.0
115,"Schizophrenia, schizotypal and delusional disorders",0.0,0.0,52.0,544.0,1296.0,1720.0,1777.0,1913.0,1521.0,1434.0,1508.0,1231.0,830.0,615.0,424.0,278.0,186.0,110.0,36.0,17.0,15492.0
272,"Fracture of the neck, thorax or pelvis",10.0,23.0,82.0,197.0,206.0,271.0,287.0,291.0,314.0,440.0,743.0,875.0,900.0,991.0,1282.0,1723.0,2292.0,2481.0,1537.0,430.0,15375.0
213,Tubulointerstitial kidney disease,834.0,81.0,59.0,274.0,450.0,552.0,654.0,733.0,827.0,945.0,1204.0,1324.0,1177.0,1139.0,1293.0,1339.0,1041.0,796.0,344.0,85.0,15151.0
117,"Neurotic, stress and somatoform disorders",3.0,42.0,465.0,1483.0,1255.0,1149.0,1192.0,1288.0,1189.0,1223.0,1338.0,1208.0,752.0,554.0,548.0,531.0,386.0,265.0,88.0,19.0,14978.0
192,Other diseases of the intestine and peritoneum,197.0,83.0,116.0,165.0,299.0,498.0,718.0,824.0,911.0,987.0,1133.0,1122.0,1108.0,1077.0,1306.0,1370.0,1274.0,992.0,444.0,121.0,14745.0
096,Other in situ and benign neoplasms and neoplasms with uncertain or unknown behavior,172.0,78.0,127.0,161.0,184.0,241.0,408.0,483.0,618.0,795.0,1224.0,1364.0,1461.0,1424.0,1698.0,1483.0,966.0,566.0,216.0,29.0,13698.0
205,Cervical and other disc damage,0.0,0.0,1.0,61.0,152.0,373.0,718.0,1024.0,1209.0,1334.0,1475.0,1555.0,1264.0,1030.0,1199.0,1073.0,726.0,318.0,64.0,8.0,13584.0
276,"Dislocation, sprain and strain of specified and multiple body regions",21.0,58.0,295.0,1435.0,1582.0,1594.0,1337.0,1178.0,1096.0,1132.0,1005.0,773.0,475.0,236.0,225.0,218.0,245.0,167.0,88.0,22.0,13182.0
084,"Malignant neoplasm of other, imprecisely specified, secondary and unspecified localizations as well as at several localizations",27.0,26.0,33.0,51.0,70.0,135.0,208.0,303.0,422.0,555.0,952.0,1291.0,1491.0,1652.0,1732.0,1730.0,1136.0,648.0,237.0,34.0,12733.0
217,Other diseases of the urinary system,251.0,26.0,25.0,59.0,70.0,106.0,159.0,236.0,341.0,459.0,606.0,782.0,882.0,1036.0,1489.0,1761.0,1750.0,1584.0,780.0,191.0,12593.0
186,Diseases of the Appendix,111.0,594.0,1209.0,1270.0,1165.0,1133.0,1078.0,948.0,757.0,730.0,796.0,757.0,578.0,471.0,370.0,274.0,170.0,78.0,27.0,1.0,12517.0
179,Other diseases of the respiratory system,461.0,78.0,56.0,196.0,227.0,196.0,214.0,264.0,307.0,402.0,602.0,839.0,1030.0,1148.0,1543.0,1587.0,1457.0,1087.0,561.0,158.0,12413.0
152,Other heart diseases,42.0,23.0,25.0,77.0,128.0,121.0,126.0,179.0,210.0,299.0,542.0,708.0,992.0,1282.0,1744.0,2156.0,1886.0,1253.0,417.0,58.0,12268.0
017,Sepsis,51.0,25.0,22.0,44.0,59.0,54.0,80.0,127.0,147.0,256.0,393.0,657.0,864.0,1154.0,1592.0,1831.0,1827.0,1572.0,735.0,186.0,11676.0
187,inguinal hernia,386.0,24.0,18.0,74.0,152.0,211.0,292.0,387.0,566.0,741.0,960.0,1163.0,1201.0,1148.0,1353.0,1264.0,792.0,479.0,183.0,27.0,11421.0
191,Darmes diverticulosis,0.0,0.0,0.0,0.0,18.0,50.0,135.0,255.0,378.0,584.0,870.0,1128.0,1162.0,1096.0,1283.0,1281.0,1045.0,777.0,316.0,60.0,10438.0
073,Malignant neoplasm of the mammary gland,0.0,0.0,0.0,1.0,9.0,37.0,157.0,324.0,657.0,1012.0,1270.0,1145.0,1124.0,1097.0,1221.0,1073.0,724.0,401.0,111.0,22.0,10385.0
215,Urolithiasis,8.0,13.0,38.0,107.0,217.0,461.0,598.0,640.0,837.0,926.0,1147.0,1166.0,1040.0,897.0,833.0,669.0,374.0,184.0,57.0,12.0,10224.0
188,Other Hrnia,31.0,15.0,9.0,45.0,94.0,244.0,446.0,709.0,705.0,741.0,957.0,1032.0,1006.0,954.0,960.0,868.0,581.0,278.0,108.0,21.0,9804.0
253,Other conditions originating in the perinatal period,9455.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9458.0
202,Acquired deformities of the extremities,11.0,73.0,423.0,258.0,228.0,288.0,299.0,383.0,544.0,742.0,1035.0,1217.0,1095.0,842.0,898.0,656.0,259.0,103.0,18.0,2.0,9374.0
175,"Bronchitis, emphysema and other chronic obstructive pulmonary diseases",16.0,5.0,0.0,12.0,11.0,11.0,11.0,25.0,55.0,135.0,289.0,624.0,996.0,1318.0,1779.0,1887.0,1085.0,654.0,223.0,56.0,9192.0
249,Other neonatal respiratory diseases originating in the perinatal period,8778.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8778.0
067,"Malignant neoplasm of the trachea, bronchi and lungs",0.0,1.0,0.0,1.0,3.0,8.0,13.0,30.0,48.0,114.0,409.0,811.0,1338.0,1499.0,1722.0,1395.0,814.0,356.0,101.0,8.0,8671.0
129,Other diseases of the nervous system,226.0,105.0,86.0,168.0,169.0,211.0,230.0,265.0,339.0,432.0,582.0,694.0,781.0,852.0,999.0,1097.0,775.0,395.0,97.0,19.0,8522.0
246,intrauterine deficiency development. fetal malnutrition and disorders associated with short gestation and low birth weight,8252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8252.0
079,Malignant neoplasm of the urinary bladder,0.0,0.0,0.0,2.0,11.0,4.0,4.0,23.0,47.0,128.0,242.0,579.0,797.0,1071.0,1457.0,1572.0,1254.0,741.0,213.0,27.0,8172.0
198,Skin and subcutaneous infections,365.0,223.0,235.0,577.0,735.0,595.0,558.0,504.0,415.0,448.0,461.0,468.0,426.0,380.0,411.0,434.0,354.0,359.0,149.0,51.0,8148.0
157,atherosclerosis,0.0,0.0,0.0,1.0,2.0,5.0,9.0,13.0,37.0,75.0,226.0,425.0,754.0,1039.0,1381.0,1380.0,1297.0,925.0,429.0,121.0,8119.0
218,Prostatahyperplasie,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,25.0,72.0,273.0,738.0,1113.0,1456.0,1656.0,1440.0,822.0,405.0,85.0,8.0,8098.0
077,Malignant neoplasm of the prostate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,51.0,228.0,610.0,1098.0,1493.0,1643.0,1137.0,798.0,569.0,227.0,43.0,7900.0
124,epilepsy,502.0,329.0,250.0,372.0,308.0,285.0,316.0,282.0,289.0,372.0,449.0,497.0,492.0,512.0,549.0,651.0,656.0,472.0,163.0,26.0,7772.0
208,Changes in crook density and structure,15.0,61.0,94.0,139.0,154.0,143.0,176.0,120.0,167.0,213.0,291.0,352.0,358.0,452.0,744.0,956.0,1199.0,955.0,427.0,102.0,7118.0
190,Paralytic ileus and mechanical ileus without hernia,125.0,40.0,41.0,58.0,77.0,112.0,129.0,154.0,234.0,277.0,397.0,474.0,536.0,557.0,732.0,892.0,847.0,748.0,364.0,90.0,6884.0
104,Mellitus diabetes,89.0,125.0,235.0,197.0,105.0,116.0,92.0,128.0,192.0,250.0,416.0,570.0,642.0,630.0,826.0,817.0,689.0,544.0,171.0,27.0,6861.0
172,Other diseases of the nose and paranasal sinuses,9.0,15.0,52.0,630.0,857.0,833.0,789.0,667.0,621.0,530.0,578.0,459.0,324.0,199.0,122.0,45.0,23.0,4.0,3.0,0.0,6760.0
114,Mental and behavioral disorders caused by other psychotropic substances,0.0,1.0,30.0,550.0,820.0,934.0,963.0,821.0,686.0,543.0,480.0,289.0,158.0,86.0,48.0,40.0,28.0,14.0,6.0,1.0,6498.0
197,Other diseases of the digestive system,82.0,18.0,9.0,30.0,56.0,105.0,138.0,163.0,206.0,213.0,367.0,383.0,439.0,458.0,677.0,692.0,630.0,597.0,316.0,87.0,5666.0
199,Other skin and subcutaneous diseases,117.0,56.0,53.0,124.0,172.0,212.0,204.0,257.0,288.0,310.0,433.0,441.0,410.0,389.0,454.0,507.0,524.0,383.0,226.0,51.0,5611.0
210,Other diseases of the musculoskeletal system and connective tissue,8.0,40.0,194.0,249.0,244.0,223.0,247.0,270.0,290.0,337.0,477.0,516.0,477.0,406.0,487.0,491.0,350.0,194.0,50.0,12.0,5562.0
018,Other bacterial diseases,78.0,43.0,26.0,54.0,46.0,78.0,104.0,148.0,175.0,238.0,347.0,415.0,422.0,460.0,592.0,625.0,633.0,551.0,303.0,70.0,5408.0
006,Other infectious intestinal diseases,605.0,121.0,86.0,144.0,181.0,151.0,148.0,141.0,143.0,150.0,196.0,269.0,275.0,322.0,451.0,505.0,589.0,484.0,263.0,63.0,5287.0
153,intracranial hemorrhage,9.0,8.0,16.0,16.0,25.0,17.0,63.0,95.0,139.0,205.0,324.0,362.0,421.0,463.0,649.0,775.0,811.0,598.0,215.0,63.0,5274.0
149,pulmonary embolism,1.0,0.0,0.0,13.0,35.0,47.0,60.0,81.0,120.0,192.0,283.0,373.0,460.0,570.0,668.0,776.0,735.0,529.0,247.0,46.0,5236.0
111,Other endocrine. Nutritional and metabolic disorders,161.0,69.0,75.0,95.0,134.0,132.0,156.0,153.0,155.0,141.0,276.0,331.0,337.0,417.0,564.0,593.0,625.0,529.0,233.0,53.0,5229.0
170,Acute bronchitis and acute bronchiolitis,3911.0,269.0,20.0,12.0,14.0,23.0,13.0,22.0,27.0,36.0,49.0,38.0,50.0,71.0,98.0,113.0,147.0,156.0,80.0,24.0,5173.0
061,Malignant neoplasm of the colon,11.0,2.0,2.0,8.0,14.0,33.0,51.0,42.0,83.0,149.0,289.0,353.0,484.0,599.0,756.0,846.0,715.0,478.0,192.0,31.0,5138.0
160,"Other diseases of the arteries, arterioles and capillaries",3.0,1.0,8.0,9.0,21.0,28.0,52.0,67.0,90.0,147.0,257.0,396.0,566.0,618.0,859.0,884.0,643.0,337.0,116.0,16.0,5118.0
092,Leiomyom des Uterus,0.0,0.0,0.0,3.0,16.0,94.0,295.0,573.0,1032.0,1469.0,873.0,301.0,145.0,85.0,70.0,24.0,14.0,6.0,1.0,0.0,5001.0
126,Cerebral Transient Ischemic Attacks and Related Syndromes,0.0,2.0,4.0,2.0,8.0,11.0,24.0,38.0,73.0,127.0,237.0,347.0,460.0,495.0,697.0,781.0,757.0,564.0,270.0,51.0,4948.0
142,Other diseases of the ear and mastoid process,22.0,35.0,51.0,42.0,46.0,78.0,127.0,187.0,205.0,261.0,424.0,485.0,419.0,449.0,480.0,496.0,508.0,306.0,111.0,16.0,4748.0
173,Chronic diseases of the tonsils and pharyngeal tonsils,811.0,1165.0,289.0,575.0,577.0,368.0,271.0,193.0,124.0,56.0,54.0,28.0,14.0,13.0,7.0,4.0,4.0,2.0,1.0,0.0,4556.0
164,Other diseases of the circulatory system,21.0,53.0,76.0,125.0,81.0,94.0,140.0,122.0,110.0,134.0,186.0,248.0,303.0,328.0,411.0,549.0,623.0,569.0,266.0,67.0,4506.0
185,"Other diseases of the esophagus, stomach and duodenum",276.0,20.0,21.0,39.0,76.0,100.0,116.0,125.0,135.0,176.0,260.0,300.0,363.0,410.0,492.0,576.0,441.0,367.0,144.0,42.0,4479.0
196,Acute pancreatitis and other diseases of the pancreas,3.0,2.0,11.0,38.0,72.0,134.0,183.0,278.0,303.0,363.0,409.0,471.0,452.0,414.0,380.0,338.0,290.0,202.0,65.0,11.0,4419.0
214,renal insufficiency,11.0,5.0,15.0,47.0,31.0,48.0,43.0,58.0,72.0,121.0,155.0,236.0,359.0,400.0,578.0,729.0,624.0,584.0,234.0,64.0,4414.0
297,People who use the health service for the purpose of specific measures and medical care,948.0,18.0,18.0,57.0,112.0,161.0,166.0,232.0,233.0,293.0,301.0,297.0,280.0,215.0,229.0,252.0,244.0,179.0,104.0,35.0,4374.0
086,Non-Hodgkin's Lymphoma,9.0,41.0,61.0,77.0,62.0,40.0,64.0,75.0,98.0,126.0,242.0,455.0,484.0,524.0,568.0,643.0,426.0,224.0,73.0,9.0,4301.0
243,Spontaneous birth of an individual,0.0,0.0,0.0,9.0,225.0,1077.0,1785.0,1025.0,158.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4285.0
109,obesity,2.0,3.0,5.0,77.0,253.0,405.0,484.0,541.0,555.0,538.0,538.0,434.0,242.0,102.0,42.0,17.0,15.0,5.0,0.0,0.0,4258.0
064,Malignant neoplasm of the pancreas,0.0,0.0,0.0,2.0,1.0,1.0,3.0,19.0,65.0,129.0,210.0,347.0,495.0,561.0,730.0,721.0,484.0,280.0,71.0,13.0,4132.0
244,Complications occurring predominantly in the puerperium and other conditions during the gestational period not elsewhere classified,0.0,0.0,0.0,30.0,274.0,926.0,1501.0,987.0,230.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3962.0
227,endometriosis,0.0,0.0,2.0,50.0,201.0,486.0,717.0,789.0,680.0,531.0,275.0,70.0,41.0,31.0,16.0,7.0,5.0,0.0,0.0,0.0,3901.0
267,abdominal and pelvic pain,86.0,83.0,227.0,315.0,244.0,276.0,241.0,252.0,280.0,205.0,233.0,226.0,184.0,198.0,230.0,214.0,174.0,143.0,67.0,9.0,3887.0
233,Other diseases of the genitourinary system,10.0,8.0,19.0,75.0,79.0,135.0,247.0,360.0,376.0,324.0,351.0,310.0,285.0,313.0,368.0,268.0,182.0,104.0,31.0,6.0,3851.0
062,"Malignant neoplasm of the rectosigmoid, rectum, anus and anal canal",0.0,0.0,0.0,2.0,2.0,5.0,22.0,47.0,88.0,150.0,257.0,432.0,463.0,546.0,568.0,526.0,394.0,237.0,90.0,6.0,3835.0
005,"Diarrhea and gastroenteritis, presumably of infectious origin",364.0,123.0,94.0,146.0,122.0,113.0,136.0,104.0,128.0,143.0,151.0,191.0,234.0,210.0,318.0,325.0,324.0,302.0,150.0,39.0,3717.0
298,People who use the healthcare system for other reasons,1386.0,29.0,34.0,27.0,25.0,20.0,23.0,30.0,20.0,25.0,55.0,67.0,90.0,140.0,230.0,302.0,329.0,398.0,254.0,101.0,3585.0
240,birth impediment,0.0,0.0,0.0,8.0,178.0,864.0,1460.0,867.0,151.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3536.0
271,Fracture of the skull and facial bones,218.0,107.0,94.0,243.0,217.0,219.0,192.0,178.0,145.0,175.0,182.0,197.0,174.0,153.0,192.0,202.0,241.0,233.0,121.0,29.0,3512.0
139,Other diseases of the eye and adnexa,64.0,27.0,29.0,32.0,21.0,48.0,66.0,58.0,75.0,91.0,128.0,241.0,342.0,448.0,589.0,594.0,367.0,214.0,62.0,13.0,3509.0
228,Female genital prolapse,0.0,0.0,0.0,0.0,1.0,7.0,44.0,91.0,134.0,208.0,290.0,403.0,408.0,479.0,498.0,506.0,228.0,115.0,32.0,5.0,3449.0
127,"Diseases of nerves, nerve roots and nerve plexus",6.0,4.0,14.0,39.0,107.0,100.0,155.0,144.0,200.0,277.0,352.0,405.0,296.0,276.0,310.0,264.0,186.0,147.0,42.0,12.0,3336.0
168,Flu,427.0,100.0,40.0,48.0,44.0,83.0,80.0,92.0,76.0,106.0,129.0,176.0,198.0,225.0,310.0,312.0,329.0,274.0,129.0,28.0,3206.0
200,Chronic polyarthritis and other inflammatory polyarthropathies,32.0,26.0,15.0,22.0,25.0,28.0,36.0,41.0,55.0,104.0,153.0,187.0,230.0,264.0,368.0,436.0,478.0,426.0,168.0,51.0,3145.0
058,"Malignant neoplasm of the lip, oral cavity and pharynx",1.0,1.0,0.0,3.0,6.0,15.0,30.0,37.0,78.0,110.0,274.0,455.0,539.0,571.0,421.0,285.0,182.0,91.0,29.0,3.0,3131.0
121,Primary Parkinson's Syndrome,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,24.0,75.0,185.0,211.0,384.0,568.0,792.0,508.0,291.0,68.0,9.0,3130.0
087,leukemia,228.0,290.0,128.0,133.0,78.0,68.0,53.0,68.0,92.0,66.0,141.0,182.0,178.0,247.0,320.0,330.0,274.0,156.0,39.0,8.0,3079.0
156,Other cerebrovascular diseases,23.0,28.0,33.0,13.0,39.0,32.0,48.0,66.0,88.0,117.0,188.0,259.0,304.0,325.0,359.0,387.0,278.0,184.0,46.0,6.0,2823.0
167,Other acute upper respiratory tract infections,1069.0,76.0,44.0,63.0,66.0,71.0,81.0,107.0,70.0,74.0,89.0,120.0,97.0,115.0,122.0,135.0,152.0,118.0,85.0,29.0,2783.0
241,postpartum hemorrhage,0.0,0.0,0.0,7.0,171.0,708.0,1090.0,618.0,114.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2720.0
279,Injury to other internal organs,50.0,99.0,136.0,143.0,116.0,120.0,142.0,99.0,120.0,132.0,201.0,225.0,181.0,178.0,175.0,172.0,130.0,133.0,58.0,17.0,2627.0
183,Ulcer ventriculi and Ulcus duodeni,2.0,2.0,1.0,19.0,24.0,42.0,50.0,65.0,82.0,81.0,113.0,155.0,191.0,211.0,304.0,391.0,344.0,358.0,147.0,34.0,2616.0
145,Essential (primary) hypertension,0.0,0.0,2.0,3.0,4.0,7.0,21.0,24.0,48.0,73.0,134.0,147.0,212.0,250.0,281.0,368.0,418.0,383.0,181.0,35.0,2591.0
093,Benign neoplasm of the ovary,2.0,8.0,11.0,76.0,133.0,151.0,202.0,195.0,174.0,154.0,259.0,289.0,294.0,238.0,178.0,138.0,45.0,20.0,2.0,0.0,2569.0
063,Malignant neoplasm of the liver and intrahepatic bile ducts,57.0,3.0,12.0,0.0,2.0,5.0,16.0,19.0,15.0,56.0,94.0,213.0,336.0,369.0,473.0,409.0,267.0,134.0,27.0,8.0,2515.0
229,"Non-inflammatory diseases of the ovary, uterine tube and ligament latum",7.0,5.0,85.0,211.0,263.0,278.0,295.0,302.0,262.0,265.0,180.0,100.0,89.0,56.0,52.0,34.0,10.0,3.0,1.0,1.0,2499.0
080,Other malignant neoplasms of the urinary organs,28.0,8.0,1.0,1.0,5.0,12.0,9.0,28.0,41.0,65.0,174.0,216.0,257.0,328.0,417.0,453.0,253.0,150.0,42.0,3.0,2491.0
171,Chronic sinusitis,0.0,2.0,18.0,86.0,163.0,178.0,218.0,234.0,237.0,213.0,252.0,240.0,228.0,157.0,123.0,78.0,45.0,14.0,3.0,0.0,2489.0
076,Other malignant neoplasms of the female genital organs,1.0,7.0,9.0,4.0,19.0,32.0,40.0,61.0,68.0,120.0,198.0,249.0,326.0,317.0,324.0,326.0,223.0,118.0,41.0,6.0,2489.0
174,Other diseases of the upper respiratory tract,121.0,61.0,52.0,193.0,188.0,172.0,173.0,190.0,169.0,138.0,166.0,191.0,147.0,157.0,144.0,113.0,62.0,40.0,10.0,0.0,2487.0
134,Retinal detachment and retinal tear,1.0,2.0,10.0,12.0,19.0,18.0,40.0,53.0,70.0,138.0,272.0,355.0,348.0,338.0,307.0,231.0,116.0,85.0,16.0,3.0,2434.0
082,Malignant neoplasm of the brain,121.0,74.0,40.0,24.0,35.0,45.0,48.0,84.0,78.0,131.0,234.0,282.0,255.0,259.0,291.0,216.0,145.0,43.0,17.0,1.0,2423.0
162,Varicose veins of the lower extremities,0.0,0.0,0.0,3.0,22.0,44.0,83.0,152.0,172.0,195.0,252.0,310.0,239.0,239.0,223.0,165.0,127.0,93.0,52.0,12.0,2383.0
194,Other diseases of the liver,10.0,10.0,12.0,18.0,38.0,24.0,52.0,69.0,97.0,107.0,169.0,258.0,313.0,245.0,293.0,285.0,204.0,106.0,35.0,3.0,2348.0
112,dementia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,15.0,34.0,79.0,203.0,394.0,559.0,639.0,340.0,66.0,2340.0
128,Cerebral palsy and other paralytic syndromes,22.0,24.0,38.0,46.0,64.0,72.0,81.0,104.0,116.0,129.0,187.0,212.0,239.0,237.0,241.0,245.0,153.0,86.0,27.0,2.0,2325.0
060,Malignant neoplasm of the stomach,0.0,0.0,0.0,0.0,9.0,9.0,18.0,38.0,52.0,105.0,141.0,237.0,271.0,282.0,380.0,314.0,262.0,129.0,46.0,6.0,2299.0
268,Fever of unknown cause,357.0,27.0,23.0,22.0,25.0,46.0,57.0,50.0,51.0,65.0,133.0,115.0,107.0,141.0,229.0,249.0,240.0,208.0,85.0,32.0,2262.0
088,"Other malignant neoplasms of the lymphatic, haematopoietic and related tissues",8.0,4.0,4.0,0.0,3.0,10.0,9.0,27.0,33.0,58.0,130.0,239.0,244.0,395.0,345.0,329.0,237.0,135.0,31.0,4.0,2245.0
176,Bronchial asthma,140.0,356.0,175.0,104.0,90.0,65.0,75.0,90.0,95.0,92.0,130.0,137.0,135.0,109.0,91.0,118.0,113.0,83.0,36.0,5.0,2239.0
222,Other diseases of the male genital organs,37.0,40.0,201.0,171.0,90.0,87.0,91.0,103.0,111.0,125.0,176.0,168.0,174.0,126.0,150.0,117.0,113.0,60.0,20.0,4.0,2164.0
256,Congenital malformations of the circulatory system,914.0,143.0,85.0,69.0,56.0,54.0,46.0,53.0,58.0,103.0,122.0,144.0,110.0,80.0,46.0,48.0,7.0,6.0,2.0,0.0,2146.0
184,gastritis and duodenitis,16.0,20.0,26.0,45.0,74.0,71.0,90.0,101.0,103.0,114.0,151.0,166.0,159.0,162.0,199.0,201.0,217.0,159.0,53.0,10.0,2137.0
041,Other viral diseases,426.0,80.0,80.0,260.0,129.0,81.0,73.0,80.0,56.0,65.0,80.0,74.0,78.0,87.0,116.0,106.0,101.0,96.0,28.0,5.0,2101.0
237,"Edema, proteinuria and hypertension during pregnancy, labor and the puerperium",0.0,0.0,0.0,6.0,105.0,429.0,772.0,572.0,157.0,46.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2093.0
284,"Poisoning by medicinal products, drugs and biologically active substances",39.0,6.0,92.0,359.0,212.0,183.0,144.0,145.0,152.0,137.0,171.0,114.0,82.0,53.0,46.0,48.0,44.0,28.0,15.0,2.0,2072.0
